CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,ΚΑΤΗΓΟΡΙΑ
58,5200101472132,ΡΕΒΙΘΙΑ ΑΡΟΣΙΣ ΜΕΓΑΛΟΣΠ ΛΑΡΙΣΑΣ500G,3.3,6.6,1544157.jpg,0,Ρεβύθια,kg,,sklavenitis,08-01-2025,14-01-2025,
52,2112037000000,ΒΟΕΙΟΝ ΠΟΝΤΙΚΙ ΓΑΛΛΙΑΣ ΝΩΠΟ (ΚΙΛΟ),10.32,10.32,06198.jpg,0,Μοσχάρι,kg,xmas,synka,08-01-2025,14-01-2025,
1,5203278059335,ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ ΡΥΖΙ ΜΠΟΝΕΤ ΧΑΛΑΣΤΡΑΣ 2Κ./6,2.98,1.49,290097.jpg,1,Ρύζι,Kg,,synka,08-01-2025,14-01-2025,
1,5203278059342,ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ ΡΥΖΙ ΚΑΡΟΛΙΝΑ ΑΔΕΝΔΡΟΥ 2Κ./6,3.16,1.58,290096.jpg,1,Ρύζι,Kg,,synka,08-01-2025,14-01-2025,
1,5201237202020,ΩΜΕΓΑ SPEC.ΡΥΖΙ ΓΛΑΣΣΕ ΕΓΧ.500ΓΡ./12,1.75,3.50,37358.jpg,0,Ρύζι,Kg,,synka,08-01-2025,14-01-2025,
2,5201485005589,ΤΟΣΤ ΣΙΤΟΥ ΦΟΡΜΑ 700ΓΡ.ΚΡΙΣ-ΚΡΙΣ,1.38,1.97,121832.jpg,0,Ψωμί για Tοστ,Kg,,synka,08-01-2025,14-01-2025,
3,5201673006503,ΚΑΤΣΕΛΗΣ ΔΙΠΛΟΖΥΜΩΤΟ ΠΡΟΖ.ΣΤΑΡΕΝΙΟ 500ΓΡ.,1.68,3.36,271675.jpg,0,Ψωμί Φραντζόλα,Kg,,synka,08-01-2025,14-01-2025,
4,5203278025767,MR GRAND ΦΡΥΓΑΝΙΕΣ ΣΤΑΡΙΟΥ 4Χ125ΓΡ./12,1.39,2.78,279034.jpg,1,Φρυγανιές,Kg,,synka,08-01-2025,14-01-2025,
4,5201004056016,ΦΡΥΓ.ΠΑΠ/ΛΟΥ ΣΤΑΡΕΝΙΕΣ 255ΓΡ./24,1.22,4.78,02579.jpg,0,Φρυγανιές,Kg,,synka,08-01-2025,14-01-2025,
5,5201013012508,ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ Ν.6 500ΓΡ./24,0.67,1.34,255587.jpg,0,Μακαρόνια Νο 6,Kg,,synka,08-01-2025,14-01-2025,
5,5203278018752,MR GRAND ΜΑΚΑΡΟΝΙΑ Ν.6 500ΓΡ./24.,0.60,1.20,278969.jpg,1,Μακαρόνια Νο 6,Kg,,synka,08-01-2025,14-01-2025,
6,2112133000000,ΧΟΙΡ.ΜΠΟΥΤΙ ΕΛΛΗΝΙΚΟ Μ/Δ Α/Ο ΝΩΠΟ(ΚΙΛΟ),4.89,4.89,293256.jpg,0,Νωπό Χοιρινό,Kg,,synka,08-01-2025,14-01-2025,
6,2112134000000,ΧΟΙΡ.ΣΠΑΛΑ ΕΛΛHΝΙΚΟ ΝΩΠΟ Μ/Δ Α/Ο (ΚΙΛΟ),4.75,4.75,293257.jpg,0,Νωπό Χοιρινό,Kg,,synka,08-01-2025,14-01-2025,
7,2112172000000,ΚΟΤΟΠ./ΠΟΥΛ ΦΤΕΡΟΥΓΕΣ ΕΛΛΗΝΙΚΟ ΝΩΠΕΣ (ΚΙΛΟ),2.98,2.98,20825.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,synka,08-01-2025,14-01-2025,
8,2110893000000,ΓΑΛΟΠΟΥΛΑ ΚΑΠΝ.Θ/Γ F/S ΧΩΡ.ΓΛΟΥΤ.10Χ10,7.12,7.12,223533.jpg,0,Γαλοπούλα,Kg,,synka,08-01-2025,14-01-2025,
8,2110880000000,"ΓΑΛΟΠΟΥΛΑ Θ/Γ ΒΡΑΣΤ.10Χ10(ΚΙΛΟ)Χ,ΓΛΟΥΤ.ΥΦΑΝΤΗ",6.52,6.52,230782.jpg,0,Γαλοπούλα,Kg,,synka,08-01-2025,14-01-2025,
9,2114126000000,ΒΑΚΑΛΑΟΣ Α/Κ 500/800 ΣΥΡ. ΑΡΓΕΝΤΙΝΗΣ ΚΤΨ,4.95,4.95,101416.jpg,0,Ψάρια Κατεψυγμένα,Kg,,synka,08-01-2025,14-01-2025,
10,5201037508896,ΔΕΛΤΑ ΚΑΘΗΜΕΡΙΝΑ ΦΡΕΣΚΟ ΓΑΛΑ ΠΛΗΡΕΣ 1L,1.73,1.73,276111.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,synka,08-01-2025,14-01-2025,
11,5201037508902,ΔΕΛΤΑ ΚΑΘΗΜΕΡΙΝΑ ΦΡΕΣΚΟ ΓΑΛΑ ΕΛΑΦΡΥ 1L,1.73,1.73,276114.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,synka,08-01-2025,14-01-2025,
12,8716200034463,ΝΟΥΝΟΥ ΕΒΑΠΟΡΕ 170ΓΡ/96,0.69,4.06,01018.jpg,0,Γάλα Εβαπορέ,lt,,synka,08-01-2025,14-01-2025,
13,5201704064533,ΚΟΛΙΟΣ ΑΓΕΛΑΔΟΣ 3.85% 200ΓΡ.2+1ΔΩΡΟ/4,1.88,3.13,247110.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,synka,08-01-2025,14-01-2025,
13,5201704265282,ΚΟΛΙΟΣ ΣΤΡΑΓΓΙΣΤΟ 5% 170ΓΡ.2+1ΔΩΡΟ/4,2.29,4.49,278495.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,synka,08-01-2025,14-01-2025,
14,5201704064540,ΚΟΛΙΟΣ ΑΓΕΛΑΔΟΣ 2% 200ΓΡ.2+1ΔΩΡΟ/4,1.88,3.13,247111.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,synka,08-01-2025,14-01-2025,
14,5201704265312,ΚΟΛΙΟΣ ΣΤΡΑΓΓΙΣΤΟ 2% 170ΓΡ.2+1ΔΩΡΟ/4,2.29,4.49,278493.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,synka,08-01-2025,14-01-2025,
15,2925009000000,ΛΕΣΒΙΓΑΛ ΦΕΤΑ ΠΟΠ ΜΥΤΙΛΗΝΗΣ ΑΙΓΟΠΡΟΒ.ΔΟΧ.15Κ(ΚΙΛΟ),9.89,9.89,292180.jpg,0,Τυρί Φέτα,kg,,synka,08-01-2025,14-01-2025,
16,8710912044949,GOUDA BLOCK ΟΛΛΑΝΔΙΑΣ ΕΙΣ.15K.(ΚΙΛΟ),6.90,6.90,28346.jpg,0,Τυρί Γκούντα,kg,,synka,08-01-2025,14-01-2025,
17,2706405000000,ΤΥΡΙ ΕΛΑΦΡΥ ΠΛΑΓΙΑ ΦΡΑΤΖ.ΕΙΣ.(ΚΙΛΟ)HELL.FARMS,7.69,7.69,283594.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,synka,08-01-2025,14-01-2025,
18,5203278048117,ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ ΤΟΜΑΤΟΧΥΜΟΣ 500ΓΡ./12,0.54,1.08,279439.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,synka,08-01-2025,14-01-2025,
18,5201330410001,ΓΚΡΕΚΑ ΕΛΑΦ.ΣΥΜΠ.ΧΥΜΟΣ ΤΟΜΑΤΑΣ 500ΓΡ. /12,0.62,1.24,249950.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,synka,08-01-2025,14-01-2025,
19,5203683100295,ΑΥΓΑ MEDIUM 53-63ΓΡ.10ΑΔΑ Χ.ΘΗΚ(ΛΑΔΑΚΗ),2.69,0.27,63436.jpg,0,Αυγά,τμχ,,synka,08-01-2025,14-01-2025,
20,5201106272765,ΦΑΣΤ SOFT ΜΑΡΓΑΡΙΝΗ 220ΓΡ./12,1.16,5.27,283132.jpg,0,Μαργαρίνες,kg,,synka,08-01-2025,14-01-2025,
21,5200405500418,CRETA ELEON ΠΑΡΘΕΝΟ ΕΛΑΙΟΛΑΔΟ PET 5L.,45.97,9.19,242933.jpg,0,Παρθένο Ελαιόλαδο,lt,,synka,08-01-2025,14-01-2025,
22,5203275010834,MR GRAND ΗΛΙΕΛΑΙΟ 5L /4,8.99,1.80,279487.jpg,1,Ηλιέλαιο,lt,,synka,08-01-2025,14-01-2025,
22,5201330001018,ΣΑΝΟΛΑ ΗΛΙΕΛΑΙΟ 1L./12,2.58,2.58,04616.jpg,0,Ηλιέλαιο,lt,,synka,08-01-2025,14-01-2025,
23,5203278015447,MR GRAND ΑΡΑΚΑΣ 450ΓΡ./24,1.26,2.80,280147.jpg,1,Λαχανικά Κατεψυγμένα,kg,,synka,08-01-2025,14-01-2025,
23,5203278015430,MR GRAND ΦΑΣΟΛΑΚΙΑ ΣΤΡΟΓ.450ΓΡ./20,1.26,2.80,280150.jpg,1,Λαχανικά Κατεψυγμένα,kg,,synka,08-01-2025,14-01-2025,
23,5201262001285,ΜΠ.ΣΤΑΘΗ ΑΡΑΚΑΣ 1000ΓΡ./10,2.50,2.50,21036.jpg,0,Λαχανικά Κατεψυγμένα,kg,,synka,08-01-2025,14-01-2025,
23,5201262001360,ΜΠ.ΣΤΑΘΗ ΦΑΣΟΛΑΚΙ ΠΛΑΤΥ 1000ΓΡ/10,2.56,2.56,49391.jpg,0,Λαχανικά Κατεψυγμένα,kg,,synka,08-01-2025,14-01-2025,
24,5206558099120,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ SUGARTIA 1K.EE /10,0.78,0.78,283306.jpg,0,Λευκή Ζάχαρη,kg,,synka,08-01-2025,14-01-2025,
25,5201002000233,ΓΙΩΤΗΣ ΦΑΡΙΝ ΛΑΚΤΕ 300ΓΡ. /12,2.42,8.07,00878.jpg,0,Κρέμες για βρέφη,kg,,synka,08-01-2025,14-01-2025,
26,5900852056291,ΑΠΤΑΜΙΛ ΙΙ 400ΓΡ/12,8.25,20.63,276364.jpg,0,Γάλα για βρέφη,kg,,synka,08-01-2025,14-01-2025,
27,5203278015652,MR GRAND ΚΑΦΕΣ ΕΛΛΗΝ.ΠΡΑΣΙΝΟΣ 96ΓΡ./24,1.29,13.44,276682.jpg,1,Ελληνικός Καφές,kg,,synka,08-01-2025,14-01-2025,
27,5203778000028,ΚΑΦΕΣ ΕΛΛΗΝ.ΠΑΡΑΔ.ΑΡΧΟΝΤΑΚΗ 192ΓΡ./20,3.35,17.45,61893.jpg,0,Ελληνικός Καφές,kg,,synka,08-01-2025,14-01-2025,
28,5203278013986,MR GRAND ΚΑΦΕΣ ΣΤΙΓΜ. 200ΓΡ./12,4.79,23.95,276680.jpg,1,Στιγμιαίος Καφές,kg,,synka,08-01-2025,14-01-2025,
29,5203278024159,MR GRAND ΚΑΦΕΣ ΦΙΛΤΡΟΥ 250ΓΡ./12,3.56,14.24,279013.jpg,1,Γαλλικός Καφές,kg,,synka,08-01-2025,14-01-2025,
30,5200123070194,ISOSTEVIA LIQUID 60ML. ΧΩΡ.ΓΛΟΥΤΕΝΗ /12,3.16,52.67,281812.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,synka,08-01-2025,14-01-2025,
32,5201502117127,AGRINO ΦΑΚΕΣ ΨΙΛΕΣ ΕΙΣ.500ΓΡ/12,1.73,3.46,32078.jpg,0,Φακές,kg,,synka,08-01-2025,14-01-2025,
32,5203278015751,MR GRAND ΦΑΚΕΣ ΨΙΛΕΣ 500ΓΡ./12,1.09,2.18,279463.jpg,1,Φακές,kg,,synka,08-01-2025,14-01-2025,
33,5203278012521,MR GRAND Φ.ΧΥΜ.ΠΟΡΤΟΚΑΛΙ 1L./12,1.29,1.29,278821.jpg,1,Χυμός Πορτοκάλι,lt,,synka,08-01-2025,14-01-2025,
35,5201395170537,DIXAN GEL MULTICOROR 32Μ(1.44L) /4,5.63,0.18,291671.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,synka,08-01-2025,14-01-2025,
35,5201395170636,DIXAN GEL OCEAN 32Μ(1.44L) /4,5.63,0.18,291672.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,synka,08-01-2025,14-01-2025,
35,5201395170742,DIXAN GEL SPRING FRESH 32Μ(1.44L) /4,5.63,0.18,291673.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,synka,08-01-2025,14-01-2025,
36,5203278057485,MR GRAND ΥΓΡΟ ΓΕΝ.ΚΑΘΑΡ.ULTRA GREEN APPLE 2L./8,1.96,0.98,291149.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,synka,08-01-2025,14-01-2025,
36,5203278057461,MR GRAND ΥΓΡΟ ΓΕΝ.ΚΑΘΑΡ.ULTRA ΓΙΑΣΕΜΙ 2L./8,1.96,0.98,291150.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,synka,08-01-2025,14-01-2025,
37,5203278056907,MR GRAND ΠΙΑΤ.PROFESSIONAL 4L /4,3.53,0.88,280796.jpg,1,Απορρυπαντικά Πιάτων,lt,,synka,08-01-2025,14-01-2025,
38,5203278061208,MR GRAND Ρ.ΚΟΥΖ.ΓΙΓΑΣ 2Φ 1300ΓΡ./4,3.65,2.81,292179.jpg,1,Χαρτί Κουζίνας,kg,,synka,08-01-2025,14-01-2025,
38,5203278056594,MR GRAND Ρ.ΚΟΥΖ.ΛΕΥΚΟ 2ΠΛΟ 300ΓΡ. /9,2.24,7.47,278998.jpg,1,Χαρτί Κουζίνας,kg,,synka,08-01-2025,14-01-2025,
39,8718114143422,AIM WHITE SYSTEM ΟΔΟΝ/ΜΑ 75ML 2T.OIK/12,2.34,15.6,148142.jpg,0,Οδοντόκρεμα,kg,,synka,08-01-2025,14-01-2025,
40,5203278057058,MR GRAND Χ.ΥΓ.10ΑΡΙ ΑΡΩΜΑΤΙΚΟ 3Φ.200Φ.1100ΓΡ./9,3.92,0.39,280127.jpg,1,Χαρτί Υγείας,τμχ,,synka,08-01-2025,14-01-2025,
40,5203278025484,MR GRAND Χ.ΥΓ.10ΑΡΙ BLUE WHITE 3ΦΥΛΛΩΝ 130ΓΡ. / 7,4.20,0.42,279358.jpg,1,Χαρτί Υγείας,τμχ,,synka,08-01-2025,14-01-2025,
41,7322540960273,LIBRESSE NIGHT ULTRA WING 16T./5,2.47,0.15,257728.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,synka,08-01-2025,14-01-2025,
41,3574661552668,CAREFREE ALOE 30+26T./5,2.39,0.04,241755.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,synka,08-01-2025,14-01-2025,
42,5203278043013,MR GRAND ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ 500ΓΡ./20,1.09,2.18,278982.jpg,1,Προϊόντα Βρώμης,kg,,synka,08-01-2025,14-01-2025,
43,5201143149242,SYOSS ΣΑΜΠ.REPAIR 750ML (ΞΗΡΑ/ΤΑΛ.)/6,3.91,5.21,151648.jpg,0,Σαμπουάν,lt,,synka,08-01-2025,14-01-2025,
43,5201143149259,SYOSS ΣΑΜΠ.COLOR 750ML(ΒΑΜΜ/ΑΝΤΑΥΓ)/6,3.91,5.21,151649.jpg,0,Σαμπουάν,lt,,synka,08-01-2025,14-01-2025,
43,5201143149266,SYOSS ΣΑΜΠ.VOLUME 750ML(ΛΕΠΤΑ/ΑΔΥΝΑΜΑ)/6,3.91,5.21,151650.jpg,0,Σαμπουάν,lt,,synka,08-01-2025,14-01-2025,
43,5201143725606,SYOSS ΣΑΜΠ.KERATIN 750ML /6,3.91,5.21,189165.jpg,0,Σαμπουάν,lt,,synka,08-01-2025,14-01-2025,
43,5201143728485,SYOSS ΣΑΜΠ.RENEW 7 750ML /6,3.91,5.21,205730.jpg,0,Σαμπουάν,lt,,synka,08-01-2025,14-01-2025,
44,5201720030086,ΑΒΕΑ ΣΑΠ.ΥΓΕΙΑ (ΑΓΝΟ) 125ΓΡ /34,0.59,4.72,05505.jpg,0,Σαπούνι Στερεό,kg,,synka,08-01-2025,14-01-2025,
45,5203278042344,MR GRAND ΠΑΝΕΣ ΑΚΡ.Ν.3 LARGE 12T./8,5.85,0.49,278562.jpg,1,Πάνες Ακράτειας,τμχ,,synka,08-01-2025,14-01-2025,
45,5201263086618,SANI PANTS SEN.ΕΣΩΡ.ΑΚΡΑΤ.N2 MED 14T/4,7.68,0.55,183277.jpg,0,Πάνες Ακράτειας,τμχ,,synka,08-01-2025,14-01-2025,
45,5201263086625,SANI PANTS SEN.ΕΣΩΡ.ΑΚΡΑΤ Ν3 LARGE 14Τ/4,8.99,0.64,183278.jpg,0,Πάνες Ακράτειας,τμχ,,synka,08-01-2025,14-01-2025,
45,5201263865114,SANI ΕΠ.ΑΚΡ.LADY SENS.EXTRA 16T.86511/12,3.66,0.23,246248.jpg,0,Πάνες Ακράτειας,τμχ,,synka,08-01-2025,14-01-2025,
46,5201263082573,BABYLINO SENS.ECON.N.3 4-9K.56T.8257 /5,10.00,0.18,166260.jpg,0,Πάνες για Μωρά,τμχ,,synka,08-01-2025,14-01-2025,
46,5201263082580,BABYLINO SENS.ECON.N.4 8-13K.50T./5,10.00,0.20,166261.jpg,0,Πάνες για Μωρά,τμχ,,synka,08-01-2025,14-01-2025,
46,5201263082597,BABYLINO SENS.ECON.N.4+ 10-15K.46T./4,10.00,0.22,166262.jpg,0,Πάνες για Μωρά,τμχ,,synka,08-01-2025,14-01-2025,
46,5201263082603,BABYLINO SENS.ECON.N.5 11-16K.44T./5,10.00,0.23,166263.jpg,0,Πάνες για Μωρά,τμχ,,synka,08-01-2025,14-01-2025,
46,5201263082634,BABYLINO SENS.ECON.N.5+ 12-17K.42T./5,10.00,0.24,204390.jpg,0,Πάνες για Μωρά,τμχ,,synka,08-01-2025,14-01-2025,
47,5203278055917,MR GRAND ΜΩΡΟΠ.REFILL ΧΑΜΟΜΗΛΙ 3Χ72ΤEM./6,2.39,0.01,280751.jpg,1,Μωρομάντηλα,τμχ,,synka,08-01-2025,14-01-2025,
48,5201410964035,SEPTONA ΜΩΡΟΜ.DERMASOFT  FAMILY 100T./18,1.25,0.01,275416.jpg,0,Σαμπουάν για Μωρά,lt,,synka,08-01-2025,14-01-2025,
48,3574669907781,JOHNSONS B.SHAM.REG.750ML ΑΝΤΛΙΑ/12,2.86,3.81,238635.jpg,0,Σαμπουάν για Μωρά,lt,,synka,08-01-2025,14-01-2025,
48,3574669907767,JOHNSONS B.SHAM.ΧΑΜΟΜ.750ML ΑΝΤΛΙΑ/12,2.86,3.81,238637.jpg,0,Σαμπουάν για Μωρά,lt,,synka,08-01-2025,14-01-2025,
49,5203278016468,MR GRAND ΣΚΥΛΟΤΡΟΦΗ ΒΟΔΙΝΟ 1250ΓΡ./12,1.54,1.23,280036.jpg,1,Τροφή για Σκύλους,kg,,synka,08-01-2025,14-01-2025,
50,5203278016406,"MR GRAND ΓΑΤΟΤΡΟΦΗ ΑΡΝΙ/ΣΥΚΩΤΙ 405ΓΡ,/24",0.62,1.53,279374.jpg,1,Τροφή για γάτες,kg,,synka,08-01-2025,14-01-2025,
51,5201272216389,ΑΛΕΥΡΙ ΟΛ.ΧΡΗΣΗΣ ΜΥΛΟΙ ΚΡΗΤΗΣ 1Κ-0.50Ε,0.94,0.94,288510.jpg,0,Αλεύρι,kg,,synka,08-01-2025,14-01-2025,
51,5203278057065,ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ ΑΛΕΥΡΙ ΟΛΕΣ ΤΙΣ ΧΡΗΣ. 1Κ/10,0.66,0.66,287701.jpg,1,Αλεύρι,kg,,synka,08-01-2025,14-01-2025,
53,2110514000000,ΠΑΡΙΖΑ Θ/Γ ΒΡΑΣΤΗ ΧΩΡ.ΓΛΟΥΤ.10X10,4.80,4.80,148394.jpg,0,Πάριζα,kg,,synka,08-01-2025,14-01-2025,
54,5201037508452,ΔΕΛΤΑ ΤΟΥ ΤΟΠΟΥ ΜΑΣ ΠΛΗΡΕΣ 1L/12,1.67,1.67,245851.jpg,0,Γάλα υψηλής παστερίωσης πλήρες,kg,,synka,08-01-2025,14-01-2025,
55,5201037508469,ΔΕΛΤΑ ΤΟΥ ΤΟΠΟΥ ΜΑΣ ΕΛΑΦΡΥ 1L/12,1.67,1.67,245853.jpg,0,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,synka,08-01-2025,14-01-2025,
56,2111240000000,ΛΕΥΚΟ ΤΥΡΙ ΑΓΕΛ.(ΚΙΛΟ) ΤΡΙΚΑΛΩΝ ΦΑΡΜΑ,6.72,6.72,222288.jpg,0,Λευκό τυρί,kg,,synka,08-01-2025,14-01-2025,
56,5201704051458,ΚΟΛΙΟΣ ΑΓΕΛΑΔΙΝΟ 100% ΣΥΣΚ.200ΓΡ./10,1.46,7.30,241579.jpg,0,Λευκό τυρί,kg,,synka,08-01-2025,14-01-2025,
57,5203278015737,MR GRAND ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 500ΓΡ./12,1.25,2.50,279461.jpg,1,Φασόλια,kg,,synka,08-01-2025,14-01-2025,
57,5201237203249,ΩΜΕΓΑ SPEC.ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ ΕΙΣ.500ΓΡ./12,2.05,4.10,141505.jpg,0,Φασόλια,kg,,synka,08-01-2025,14-01-2025,
58,5203278015768,MR GRAND ΡΕΒΥΘΙΑ ΧΟΝΤΡΑ 500ΓΡ./12,1.69,3.38,279464.jpg,1,Ρεβύθια,kg,,synka,08-01-2025,14-01-2025,
58,5201237203270,ΩΜΕΓΑ SPEC.ΡΕΒΥΘΙΑ ΧΟΝΔΡΑ ΕΙΣ.500ΓΡ./12,2.19,4.38,125938.jpg,0,Ρεβύθια,kg,,synka,08-01-2025,14-01-2025,
52,142399,Βόειο Ουρά Α/Ο Ε.Ε. Ελληνικής Εκτροφής > 5 Μηνών,13.85,13.85,142399.jpg,0,Μοσχάρι,kg,xmas,xalkiadakis,08-01-2025,14-01-2025,
1,120887,Χαλκιαδάκης Ρύζι Νυχάκι Θεσσαλονίκης 500 gr,0.85,1.70,120887.jpg,1,Ρύζι,Kg,,xalkiadakis,08-01-2025,14-01-2025,
1,161251,Ωμέγα Special Ρύζι Parboiled 500 gr,1.58,3.16,161251.jpg,0,Ρύζι,Kg,,xalkiadakis,08-01-2025,14-01-2025,
2,148933,Κατσέλης Ψωμί Τοστ Σταρένιο 720 gr,1.21,1.68,148933.jpg,0,Ψωμί για Tοστ,Kg,,xalkiadakis,08-01-2025,14-01-2025,
3,181575,Κατσέλης Διπλοζυμωτό Ψωμί Με Προζύμι Σταρένιο 500 gr,1.68,3.36,181575.jpg,0,Ψωμί Φραντζόλα,Kg,,xalkiadakis,08-01-2025,14-01-2025,
4,202198,Forma Φρυγανιές Σταρένιες 4 x 125 gr,1.44,2.88,202198.jpg,0,Φρυγανιές,Kg,,xalkiadakis,08-01-2025,14-01-2025,
5,34472,Ήλιος Μακαρόνια Σπαγγέτι Ν6 500 gr,0.58,1.16,34472.jpg,0,Μακαρόνια Νο 6,Kg,,xalkiadakis,08-01-2025,14-01-2025,
6,19114,Χοιρινό Α/Ο Ελληνικό,7.60,7.60,19114.jpg,0,Νωπό Χοιρινό,Kg,,xalkiadakis,08-01-2025,14-01-2025,
7,177105,ΚΟΤ/ΛΟ 65% Ν.ΑΜΒΡΟΣΙΑΔΗΣ ΕΛΛ ΧΥΜ,2.98,2.98,177105.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,xalkiadakis,08-01-2025,14-01-2025,
7,89355,Αγ. Ιωάννης Κοτόπουλο 65% Ελληνικό,2.98,2.98,89355.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,xalkiadakis,08-01-2025,14-01-2025,
7,98808,Αγροζωή Κοτόπουλο 65% Ελληνικό,2.98,2.98,98808.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,xalkiadakis,08-01-2025,14-01-2025,
7,189343,Νιτσιάκος Κοτόπουλο Ελληνικό,2.98,2.98,189343.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,xalkiadakis,08-01-2025,14-01-2025,
8,180056,Θράκης Γεύσεις Γαλοπούλα Καπνιστή,6.68,6.68,180056.jpg,0,Γαλοπούλα,Kg,,xalkiadakis,08-01-2025,14-01-2025,
9,148527,Atlantikos Μπακαλιάρος Χωρίς Κεφάλι 665 gr,3.33,5.01,148527.jpg,0,Ψάρια Κατεψυγμένα,Kg,,xalkiadakis,08-01-2025,14-01-2025,
10,185194,Ροδόπη Γάλα Φρέσκο Πλήρες 3.7% 1 lt,1.39,1.39,185194.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,xalkiadakis,08-01-2025,14-01-2025,
10,184147,Καθημερινά Φρέσκο Γάλα Πλήρες 3.5% 1 lt,1.66,1.66,184147.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,xalkiadakis,08-01-2025,14-01-2025,
11,185197,Ροδόπη Γάλα Φρέσκο Ελαφρύ 1.7% 1 lt,1.39,1.39,185197.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,xalkiadakis,08-01-2025,14-01-2025,
11,184146,Καθημερινά Φρέσκο Γάλα Ελαφρύ 1.5% 1 lt,1.66,1.66,184146.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,xalkiadakis,08-01-2025,14-01-2025,
12,170807,Βλάχας Γάλα Εβαπορέ Ελαφρύ 4% Χωρίς Γλουτένη 6 x 410 gr,5.80,2.36,170807.jpg,0,Γάλα Εβαπορέ,lt,,xalkiadakis,08-01-2025,14-01-2025,
12,170907,Βλάχας Γάλα Εβαπορέ Πλήρες 7.5% Χωρίς Γλουτένη 6 x 410 gr,5.80,2.36,170907.jpg,0,Γάλα Εβαπορέ,lt,,xalkiadakis,08-01-2025,14-01-2025,
12,170905,Βλάχας Γάλα Εβαπορέ Πλήρες 7.5% Χωρίς Γλουτένη 410 gr,0.98,2.39,170905.jpg,0,Γάλα Εβαπορέ,lt,,xalkiadakis,08-01-2025,14-01-2025,
12,170906,Βλάχας Γάλα Εβαπορέ Ελαφρύ 4% Χωρίς Γλουτένη 410 gr,0.98,2.39,170906.jpg,0,Γάλα Εβαπορέ,lt,,xalkiadakis,08-01-2025,14-01-2025,
13,127611,Kolios Στραγγιστό Γιαούρτι 5% 500 gr,2.07,4.14,127611.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,xalkiadakis,08-01-2025,14-01-2025,
13,173002,Όλυμπος Στραγγιστό Γιαούρτι 5% 3 x 200 gr,2.84,4.73,173002.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,xalkiadakis,08-01-2025,14-01-2025,
14,127612,Kolios Στραγγιστό Γιαούρτι 2% 500 gr,2.07,4.14,127612.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,xalkiadakis,08-01-2025,14-01-2025,
