CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,ΚΑΤΗΓΟΡΙΑ
14,3874161,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ ΜΑΣΟΥΤΗ ΕΛΑΦΡΥ 2%ΛΙΠ 2X200ΓΡ,0.99,2.48,3874161_1.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,masoutis,08-01-2025,14-01-2025,
15,2253581,ΦΕΤΑ ΠΟΠ ΜΑΣΟΥΤΗ ΤΑΠΕΡ 900ΓΡ,9.23,10.26,2253581_1.jpg,1,Τυρί Φέτα,kg,,masoutis,08-01-2025,14-01-2025,
15,4054490,ΦΕΤΑ ΠΟΠ ΘΕΣΣΑΛΙΑΣ ΜΑΣΟΥΤΗΣ ΧΥΜΑ,9.99,9.99,4054490_1.jpg,1,Τυρί Φέτα,kg,,masoutis,08-01-2025,14-01-2025,
15,2210136,ΦΕΤΑ ΠΟΠ ΚΑΣΤΟΡΙΑΣ ΔΟΧΕΙΟ ΧΥΜΑ EUROFOOD,10.54,10.54,2210136_1.jpg,0,Τυρί Φέτα,kg,,masoutis,08-01-2025,14-01-2025,
16,2472645,GOUDA ΦΕΤΕΣ MR GRAND 200ΓΡ,1.75,8.75,2472645_1.jpg,1,Τυρί Γκούντα,kg,,masoutis,08-01-2025,14-01-2025,
16,3094075,ΓΚΟΥΝΤΑ ΓΕΡΜΑΝΙΑΣ 48%ΛΙΠ ΦΡΑΤΖΟΛΑ ΧΥΜΑ,7.40,7.40,3094075_1.jpg,0,Τυρί Γκούντα,kg,,masoutis,08-01-2025,14-01-2025,
17,3699915,ΤΥΡΙ ΜΑΣΟΥΤΗ LIGHT ΧΥΜΑ,8.79,8.79,3699915_1.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,masoutis,08-01-2025,14-01-2025,
17,4009163,ΗΜΙΣΚΛΗΡΟ ΤΥΡΙ ΕΛΑΦΡΥ ΔΟΙΡΑΝΗ ΩΡΙΜΑΝΣΗΣ 4ΜΗΝΩΝ ΧΥΜΑ,10.12,10.12,4009163_1.jpg,0,Τυρί με Χαμηλά Λιπαρά,kg,,masoutis,08-01-2025,14-01-2025,
17,3733755,ΤΥΡΙ ΜΑΣΟΥΤΗ LIGHT ΦΕΤΕΣ 200ΓΡ,2.14,10.70,3733755_1.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,masoutis,08-01-2025,14-01-2025,
18,3647633,ΤΟΜΑΤΟΧΥΜΟΣ ΜΑΣΟΥΤΗ 500ΓΡ,0.54,1.08,3647633_1.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,masoutis,08-01-2025,14-01-2025,
18,3607454,VALLATA ROSSA ΧΥΜΟΣ ΤΟΜΑΤΑΣ 500ΓΡ,0.79,1.58,3607454_1.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,masoutis,08-01-2025,14-01-2025,
18,4030144,PASSATA ΓΚΡΕΚΑ 500ΓΡ,0.62,1.24,4030144_1.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,masoutis,08-01-2025,14-01-2025,
19,3315579,ΑΥΓΑ ΦΡΕΣΚΑ ΜΑΣΟΥΤΗ 10T ΜΕΣΑΙΑ 53ΓΡ,2.99,0.30,3315579_1.jpg,1,Αυγά,τμχ,,masoutis,08-01-2025,14-01-2025,
19,1095884,ΑΥΓΑ ΧΡΥΣΑ ΦΡΕΣΚ 6ΑΔΑ MEDIUM 53-63ΓΡ ΠΘ,2.34,0.39,1095884_1.jpg,0,Αυγά,τμχ,,masoutis,08-01-2025,14-01-2025,
19,3960614,ΑΥΓΑ ΧΡΥΣΑ ΕΛΛΗΝΙΚΑ Α ΚΑΤΗΓΟΡΙΑ 10ΑΔΑ 450ΓΡ ΠΛΑΣΤ ΘΗΚΗ,3.11,0.31,3960614_1.jpg,0,Αυγά,τμχ,,masoutis,08-01-2025,14-01-2025,
19,2464907,ΑΥΓΑ ΦΡΕΣΚΑ MR GRAND 10T ΜΕΣΑΙΑ 53,2.99,0.30,2464907_1.jpg,1,Αυγά,τμχ,,masoutis,08-01-2025,14-01-2025,
19,3179082,ΑΥΓΑ ΑΧΥΡΩΝΑ 6ΑΔΑ 53ΓΡ+ ΑΥΓΟΔΙΑΤΡΟΦΙΚΗ,2.44,0.41,3179082_1.jpg,0,Αυγά,τμχ,,masoutis,08-01-2025,14-01-2025,
19,3913969,ΑΥΓΑ ΦΡΕΣΚΑ ΜΕΣΑΙΑ 10ΑΔΑ 53ΓΡ-63ΓΡ ΑΥΓΟΔΙΑΤΡΟΦΙΚΗ,3.18,0.32,3913969_1.jpg,0,Αυγά,τμχ,,masoutis,08-01-2025,14-01-2025,
19,3937844,ΑΥΓΑ ΦΡΕΣΚΑ ΜΑΣΟΥΤΗ ΜΕΓΑΛΑ 10TΧ63ΓΡ,3.07,0.31,3937844_1.jpg,1,Αυγά,τμχ,,masoutis,08-01-2025,14-01-2025,
19,3795507,ΑΥΓΑ ΦΡΕΣΚΑ ΑΧΥΡΩΝΑ MR GRAND 12T ΜΕΣΑΙΑ 53ΓΡ,2.71,0.23,3795507_1.jpg,1,Αυγά,τμχ,,masoutis,08-01-2025,14-01-2025,
20,3908738,ΜΑΡΓΑΡΙΝΗ ΦΑΣΤ SOFT 220ΓΡ,1.16,5.27,3908738_1.jpg,0,Μαργαρίνες,kg,,masoutis,08-01-2025,14-01-2025,
20,1295450,ΜΑΡΓΑΡΙΝΗ MR GRAND 250ΓΡ,0.89,3.56,1295450_1.jpg,1,Μαργαρίνες,kg,,masoutis,08-01-2025,14-01-2025,
21,4010088,ΕΛΑΙΟΛΑΔΟ ΕΞΤΡΑ ΠΑΡΘΕΝΟ  ΜΑΣΟΥΤΗΣ ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ 4L,35.89,8.97,4010088_1.jpg,1,Παρθένο Ελαιόλαδο,lt,,masoutis,08-01-2025,14-01-2025,
21,4015186,ΕΛΑΙΟΛΑΔΟ ΕΞΤΡΑ ΠΑΡΘΕΝΟ ΜΑΣΟΥΤΗΣ ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ 1L,9.39,9.39,4015186_1.jpg,1,Παρθένο Ελαιόλαδο,lt,,masoutis,08-01-2025,14-01-2025,
21,4001913,ΕΛΑΙΟΛΑΔΟ ΕΞΑΙΡΕΤΙΚΟ ΠΑΡΘΕΝΟ ΚΟΡΩΝΕΙΚΗ ΠΟΙΚΙΛΙΑ ΜΑΣΟΥΤΗ 1L,9.39,9.39,4001913_1.jpg,1,Παρθένο Ελαιόλαδο,lt,,masoutis,08-01-2025,14-01-2025,
22,0566000,ΗΛΙΕΛΑΙΟ MR GRAND 5L,8.99,1.80,0566000_1.jpg,1,Ηλιέλαιο,lt,,masoutis,08-01-2025,14-01-2025,
22,4016721,ΗΛΙΕΛΑΙΟ SANOLA ST-0.50Ε 1L,2.08,2.08,4016721_1.jpg,0,Ηλιέλαιο,lt,,masoutis,08-01-2025,14-01-2025,
23,3947363,ΦΑΣΟΛΑΚΙΑ ΠΛΑΤΙΑ ΛΑΖΑΡΙΔΗ 900ΓΡ ΚΤΨ,2.29,2.54,3947363_1.jpg,0,Λαχανικά Κατεψυγμένα,kg,,masoutis,08-01-2025,14-01-2025,
23,0072173,ΦΑΣΟΛΑΚΙ ΣΤΡΟΓΓΥΛΟ ΜΠΑΡΜΠΑ ΣΤΑΘΗ 1Κ,2.45,2.45,0072173_1.jpg,0,Λαχανικά Κατεψυγμένα,kg,,masoutis,08-01-2025,14-01-2025,
23,0072165,ΑΡΑΚΑΣ ΜΠΑΡΜΠΑ ΣΤΑΘΗ 1Κ,2.50,2.50,0072165_1.jpg,0,Λαχανικά Κατεψυγμένα,kg,,masoutis,08-01-2025,14-01-2025,
23,0617142,ΦΑΣΟΛΑΚΙ ΠΛΑΤΥ ΜΠΑΡΜΠΑ ΣΤΑΘΗ 1Κ,2.56,2.56,0617142_1.jpg,0,Λαχανικά Κατεψυγμένα,kg,,masoutis,08-01-2025,14-01-2025,
23,1456177,ΑΡΑΚΑΣ MR GRAND 1000ΓΡ,2.39,2.39,1456177_1.jpg,1,Λαχανικά Κατεψυγμένα,kg,,masoutis,08-01-2025,14-01-2025,
23,1456243,ΦΑΣΟΛΑΚΙΑ ΠΛΑΤΙΑ MR GRAND 1000ΓΡ,2.39,2.39,1456243_1.jpg,1,Λαχανικά Κατεψυγμένα,kg,,masoutis,08-01-2025,14-01-2025,
24,3809860,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ SUGARTIA 1Κ,0.80,0.80,3809860_1.jpg,0,Λευκή Ζάχαρη,kg,,masoutis,08-01-2025,14-01-2025,
24,3907557,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ SUDZUCKER 1K,0.80,0.80,3907557_1.jpg,0,Λευκή Ζάχαρη,kg,,masoutis,08-01-2025,14-01-2025,
25,0015230,ΚΡΕΜΑ ΓΙΩΤΗΣ ΦΑΡΙΝ ΛΑΚΤΕ 300ΓΡ,2.42,8.07,0015230_1.jpg,0,Κρέμες για βρέφη,kg,,masoutis,08-01-2025,14-01-2025,
26,3850005,MILUPA APTAMIL N2 400ΓΡ ΜΕΤΑΛΛΙΚΟ ΚΟΥΤΙ,8.45,21.13,3850005_1.jpg,0,Γάλα για βρέφη,kg,,masoutis,08-01-2025,14-01-2025,
27,1536325,ΚΑΦΕΣ ΕΛΛΗΝΙΚΟΣ ΠΡΑΣΙΝΟΣ MR GRAND 96ΓΡ,1.29,13.44,1536325_1.jpg,1,Ελληνικός Καφές,kg,,masoutis,08-01-2025,14-01-2025,
28,0933523,ΚΑΦΕΣ ΣΤΙΓΜΗΣ MR GRAND 200ΓΡ,4.99,24.95,0933523_1.jpg,1,Στιγμιαίος Καφές,kg,,masoutis,08-01-2025,14-01-2025,
29,2380582,ΚΑΦΕΣ ΦΙΛΤΡΟΥ MR GRAND 250ΓΡ,3.79,15.16,2380582_1.jpg,1,Γαλλικός Καφές,kg,,masoutis,08-01-2025,14-01-2025,
30,3420007,ΓΛΥΚΑΝΤΙΚΟ ISOSTEVIA ΥΓΡΟ ΜΕ ΣΤΕΒΙΑ ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ 60ML,3.16,52.67,3420007_1.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,masoutis,08-01-2025,14-01-2025,
32,3314879,ΦΑΚΕΣ ΨΙΛΕΣ AGRINO 500ΓΡ,1.73,3.46,3314879_1.jpg,0,Φακές,kg,,masoutis,08-01-2025,14-01-2025,
32,1515410,ΦΑΚΕΣ ΨΙΛΕΣ MR GRAND 500ΓΡ,1.09,2.18,1515410_1.jpg,1,Φακές,kg,,masoutis,08-01-2025,14-01-2025,
33,0784256,MR GRAND ΦΥΣΙΚΟΣ ΧΥΜΟΣ ΠΟΡΤΟΚΑΛΙ 1L,1.29,1.29,0784256_1.jpg,1,Χυμός Πορτοκάλι,lt,,masoutis,08-01-2025,14-01-2025,
35,4056479,ΥΓΡΟ ΠΛΥΝΤΗΡΙΟΥ ΡΟΥΧΩΝ MR GRAND EXTRA POWER LUIZA 60MΕΖ 2.7L,5.59,0.09,4056479_1.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,masoutis,08-01-2025,14-01-2025,
35,3278074,ΥΓΡΟ ΑΠΟΡΡΥΠΑΝΤΙΚΟ ΠΛΥΝΤΗΡΙΟΥ ΡΟΥΧΩΝ MR GRAND 3L 60ΜΕΖ ΓΙΑΣΕΜΙ,4.72,0.08,3278074_1.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,masoutis,08-01-2025,14-01-2025,
35,4032439,DIXAN GEL MULTICOLOR 32ΜΕΖ 1.44L,5.63,0.18,4032439_1.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,masoutis,08-01-2025,14-01-2025,
36,4033320,ΥΓΡΟ ΚΑΘΑΡΙΣΜΟΥ MR GRAND VEGAN ΛΕΒΑΝΤΑ 1L,1.19,1.19,4033320_1.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,masoutis,08-01-2025,14-01-2025,
36,4033346,ΥΓΡΟ ΚΑΘΑΡΙΣΜΟΥ MR GRAND VEGAN ΤΖΙΝΤΖΕΡ 1L,1.19,1.19,4033346_1.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,masoutis,08-01-2025,14-01-2025,
37,4056594,ΥΓΡΟ ΠΙΑΤΩΝ MR GRAND FRESH NOTES 1L,1.35,1.35,4056594_1.jpg,1,Απορρυπαντικά Πιάτων,lt,,masoutis,08-01-2025,14-01-2025,
37,4056560,ΥΓΡΟ ΠΙΑΤΩΝ MR GRAND LEMON 1L,1.35,1.35,4056560_1.jpg,1,Απορρυπαντικά Πιάτων,lt,,masoutis,08-01-2025,14-01-2025,
38,3972056,ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ SOFTEX PROECO 2ΦΥΛΛΟ 1Τ 433ΓΡ,1.96,4.53,3972056_1.jpg,0,Χαρτί Κουζίνας,kg,,masoutis,08-01-2025,14-01-2025,
38,3851300,ΧΑΡΤΙ ΚΟΥΖΙΝΑΣ MR GRAND ΛΕΥΚΟ 2x300ΓΡ,2.15,3.58,3851300_1.jpg,1,Χαρτί Κουζίνας,kg,,masoutis,08-01-2025,14-01-2025,
39,2533941,ΟΔ/ΜΑ COLG SENSAT WHITEN 2X75ML ΤΙΜΗ ΣΟΚ,2.30,15.33,2533941_1.jpg,0,Οδοντόκρεμα,kg,,masoutis,08-01-2025,14-01-2025,
40,0581082,ΧΑΡΤΙ ΥΓΕΙΑΣ MR GRAND ΓΚΟΦΡΕ 2Φ 12Τ 900Γ,2.98,0.25,0581082_1.jpg,1,Χαρτί Υγείας,τμχ,,masoutis,08-01-2025,14-01-2025,
40,3695764,ΧΑΡΤΙ ΥΓΕΙΑΣ MR GRAND 3ΦΥΛΛΟ ΜΕ ΑΡΩΜΑ ΠΟΥΔΡΑ 12T 1320ΓΡ,5.59,0.47,3695764_1.jpg,1,Χαρτί Υγείας,τμχ,,masoutis,08-01-2025,14-01-2025,
40,2573921,ΧΑΡΤΙ ΥΓΕΙΑΣ MR GRAND 8Τ 2Φ ΑΡΩΜΑΤΙΚ 135ΓΡ,3.99,0.50,2573921_1.jpg,1,Χαρτί Υγείας,τμχ,,masoutis,08-01-2025,14-01-2025,
40,2461895,ΧΑΡΤΙ ΥΓΕΙΑΣ MR GRAND 10Τ 3Φ BLUE WHITE 1300Γ,4.04,0.40,2461895_1.jpg,1,Χαρτί Υγείας,τμχ,,masoutis,08-01-2025,14-01-2025,
40,3972841,ΧΑΡΤΙ ΥΓΕΙΑΣ SOFTEX PURE CLASSIC 2ΦΥΛΛΟ 8Τ 496ΓΡ,2.23,0.28,3972841_1.jpg,0,Χαρτί Υγείας,τμχ,,masoutis,08-01-2025,14-01-2025,
41,3234036,LIBRESSE CLIP INVIS NORMAL EW 20T,2.22,0.11,3234036_1.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,masoutis,08-01-2025,14-01-2025,
41,3662749,ΣΕΡΒΙΕΤΑΚΙΑ CAREFREE ALOE VERA 30T+26Τ ΟΙΚΟΝΟΜΙΚΗ ΣΥΣΚΕΥΑΣΙΑ,2.39,0.04,3662749_1.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,masoutis,08-01-2025,14-01-2025,
41,3234069,LIBRESSE INVISIBLE SUPER EW DUO 2x8T,2.22,0.14,3234069_1.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,masoutis,08-01-2025,14-01-2025,
41,3788585,LIBRESSE ULTRA NIGHT WING EW 16T,2.47,0.15,3788585_1.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,masoutis,08-01-2025,14-01-2025,
42,3321981,ΝΙΦΑΔΕΣ ΒΡΩΜΗΣ CLASSIC MR GRAND 500ΓΡ,1.09,2.18,3321981_1.jpg,1,Προϊόντα Βρώμης,kg,,masoutis,08-01-2025,14-01-2025,
43,3852563,ΣΑΜΠΟΥΑΝ KARAVAKI ΘΡΕΨΗ & ΕΝΥΔΑΤΩΣΗ ANΤΛΙΑ 600ML,3.01,5.02,3852563_1.jpg,0,Σαμπουάν,lt,,masoutis,08-01-2025,14-01-2025,
44,2572915,ΣΑΠΟΥΝΙ MR GRAND ΒΙΟΛΕΤΑ 125ΓΡ,0.49,3.92,2572915_1.jpg,1,Σαπούνι Στερεό,kg,,masoutis,08-01-2025,14-01-2025,
44,2572907,ΣΑΠΟΥΝΙ MR GRAND ΓΑΛΑ ΑΜΥΓΔΑΛΟΥ 125ΓΡ,0.49,3.92,2572907_1.jpg,1,Σαπούνι Στερεό,kg,,masoutis,08-01-2025,14-01-2025,
45,1414143,ΠΑΝΕΣ ΑΚΡΑΤΕΙΑΣ MR GRAND XLARGE N4 10T,5.85,0.59,1414143_1.jpg,1,Πάνες Ακράτειας,τμχ,,masoutis,08-01-2025,14-01-2025,
45,2685147,SANI PANTS N2 MEDIUM 14T,7.68,0.55,2685147_1.jpg,0,Πάνες Ακράτειας,τμχ,,masoutis,08-01-2025,14-01-2025,
45,2685154,SANI PANTS N3 LARGE 14T,8.99,0.64,2685154_1.jpg,0,Πάνες Ακράτειας,τμχ,,masoutis,08-01-2025,14-01-2025,
45,1414127,ΠΑΝΕΣ ΑΚΡΑΤΕΙΑΣ MR GRAND MEDIUM N2 15T,5.85,0.39,1414127_1.jpg,1,Πάνες Ακράτειας,τμχ,,masoutis,08-01-2025,14-01-2025,
45,3701901,SANI LADY SENSITIVE EXTRA 16T,3.66,0.23,3701901_1.jpg,0,Πάνες Ακράτειας,τμχ,,masoutis,08-01-2025,14-01-2025,
45,1414135,ΠΑΝΕΣ ΑΚΡΑΤΕΙΑΣ MR GRAND LARGE N3 12T,5.85,0.49,1414135_1.jpg,1,Πάνες Ακράτειας,τμχ,,masoutis,08-01-2025,14-01-2025,
46,2524072,ΠΑΝΑ MR GRAND Ν5 JUMBO 44Τ,8.79,0.20,2524072_1.jpg,1,Πάνες για Μωρά,τμχ,,masoutis,08-01-2025,14-01-2025,
46,4030458,ΠΑΝΑ ΒΡΑΚΑΚΙ MR GRAND Ν4 ΜΑΧΙ 7-13Κ 22Τ,4.31,0.20,4030458_1.jpg,1,Πάνες για Μωρά,τμχ,,masoutis,08-01-2025,14-01-2025,
46,4030466,ΠΑΝΑ ΒΡΑΚΑΚΙ MR GRAND Ν5 JUNIOR 10-16Κ 20Τ,4.31,0.22,4030466_1.jpg,1,Πάνες για Μωρά,τμχ,,masoutis,08-01-2025,14-01-2025,
46,4035226,ΠΑΝΑ ΒΡΑΚΑΚΙ MR GRAND N6 MAXI 13-18K 18Τ,4.31,0.24,4035226_1.jpg,1,Πάνες για Μωρά,τμχ,,masoutis,08-01-2025,14-01-2025,
46,4030490,ΠΑΝΑ MR GRAND Ν6 XL 13-18Κ 38Τ,8.79,0.23,4030490_1.jpg,1,Πάνες για Μωρά,τμχ,,masoutis,08-01-2025,14-01-2025,
46,4030482,ΠΑΝΑ MR GRAND Ν3 MIDI 4-9Κ 56Τ,7.99,0.14,4030482_1.jpg,1,Πάνες για Μωρά,τμχ,,masoutis,08-01-2025,14-01-2025,
46,2524064,ΠΑΝΑ MR GRAND Ν4 MAXI 50Τ,8.79,0.18,2524064_1.jpg,1,Πάνες για Μωρά,τμχ,,masoutis,08-01-2025,14-01-2025,
46,2517464,BABYLINO SENSITIVE No3 ECON 4-9K 56T,10.00,0.18,2517464_1.jpg,0,Πάνες για Μωρά,τμχ,,masoutis,08-01-2025,14-01-2025,
46,2517498,BABYLINO SENSITIVE No4 ECON 50T,10.00,0.20,2517498_1.jpg,0,Πάνες για Μωρά,τμχ,,masoutis,08-01-2025,14-01-2025,
46,2517548,BABYLINO SENSITIVE No4+ ECON 46T,10.00,0.22,2517548_1.jpg,0,Πάνες για Μωρά,τμχ,,masoutis,08-01-2025,14-01-2025,
46,2517589,BABYLINO SENSITIVE No5 ECON 44T,10.00,0.23,2517589_1.jpg,0,Πάνες για Μωρά,τμχ,,masoutis,08-01-2025,14-01-2025,
46,3094307,BABYLINO SENSITIVE ECONOM Ν5+ 42T,10.00,0.24,3094307_1.jpg,0,Πάνες για Μωρά,τμχ,,masoutis,08-01-2025,14-01-2025,
46,3877487,BABYLINO SENSITIVE No6 ECONOMY 38T,9.53,0.25,3877487_1.jpg,0,Πάνες για Μωρά,τμχ,,masoutis,08-01-2025,14-01-2025,
46,3877495,BABYLINO SENSITIVE ECONOMY Ν7 36T,9.49,0.26,3877495_1.jpg,0,Πάνες για Μωρά,τμχ,,masoutis,08-01-2025,14-01-2025,
47,3821816,ΜΩΡΟΜΑΝΤΗΛΑ SEPTONA DERMASOFT FAMILY ΜΕ ΚΑΠΑΚΙ 100T,1.25,0.01,3821816_1.jpg,0,Μωρομάντηλα,τμχ,,masoutis,08-01-2025,14-01-2025,
47,4022513,ΜΩΡΟΜΑΝΤΗΛΑ MR GRAND ALOE VERA 3Χ72Τ,2.31,0.01,3033834_1.jpg,1,Μωρομάντηλα,τμχ,,masoutis,08-01-2025,14-01-2025,
47,4022182,ΜΩΡΟΜΑΝΤΗΛΑ MR GRAND ALOE VERA ΚΑΠΑΚΙ 72T,0.85,0.01,4022182_1.jpg,1,Μωρομάντηλα,τμχ,,masoutis,08-01-2025,14-01-2025,
47,3824448,ΜΩΡΟΜΑΝΤΗΛΑ MR GRAND CALENDULA 100%ΒΑΜΒΑΚΙ 60Τ,1.17,0.02,3824448_1.jpg,1,Μωρομάντηλα,τμχ,,masoutis,08-01-2025,14-01-2025,
47,2393239,ΜΩΡΟΜΑΝΤΗΛΑ MR GRAND ΧΑΜΟΜΗΛΙ 3Χ72Τ,2.39,0.01,2393239_1.jpg,1,Μωρομάντηλα,τμχ,,masoutis,08-01-2025,14-01-2025,
48,3619178,ΣΑΜΠΟΥΑΝ JOHNSON BABY ΑΝΤΛΙΑ 750ML,2.86,3.81,3619178_1.jpg,0,Σαμπουάν για Μωρά,lt,,masoutis,08-01-2025,14-01-2025,
49,1623362,ΣΚΥΛΟΤΡΟΦΗ MR GRAND ΚΥΝΗΓΙ 1250ΓΡ,1.69,1.35,1623362_1.jpg,1,Τροφή για Σκύλους,kg,,masoutis,08-01-2025,14-01-2025,
49,1623347,ΣΚΥΛΟΤΡΟΦΗ MR GRAND ΚΟΤΟΠ/ΓΑΛΟΠ 1250ΓΡ,1.69,1.35,1623347_1.jpg,1,Τροφή για Σκύλους,kg,,masoutis,08-01-2025,14-01-2025,
50,1623404,ΓΑΤΟΤΡΟΦΗ MR GRAND ΜΟΣΧΑΡΙ/ΚΟΤΟΠ 405ΓΡ,0.69,1.70,1623404_1.jpg,1,Τροφή για γάτες,kg,,masoutis,08-01-2025,14-01-2025,
50,1623412,ΓΑΤΟΤΡΟΦΗ MR GRAND ΤΟΝΟΣ/ΣΟΛΩΜΟΣ 405ΓΡ,0.69,1.70,1623412_1.jpg,1,Τροφή για γάτες,kg,,masoutis,08-01-2025,14-01-2025,
51,0026062,ΑΛΕΥΡΙ ΜΑΝΝΑ ΓΙΑ ΟΛΕΣ ΤΙΣ ΧΡΗΣΕΙΣ 1ΚΙΛΟ,1.51,1.51,0026062_1.jpg,0,Αλεύρι,kg,,masoutis,08-01-2025,14-01-2025,
51,3890811,ΑΛΕΥΡΙ ΓΙΑ ΟΛΕΣ ΤΙΣ ΧΡΗΣΕΙΣ ΜΑΣΟΥΤΗ 1Κ,0.66,0.66,3890811_1.jpg,1,Αλεύρι,kg,,masoutis,08-01-2025,14-01-2025,
53,3292448,ΠΑΡΙΖΑ PREMIUM ΛΑΚΩΝΙΚΗ ΧΥΜΑ,4.71,4.71,3292448_1.jpg,0,Πάριζα,kg,,masoutis,08-01-2025,14-01-2025,
53,2367241,ΠΑΡΙΖΑ ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ MR GRAND ΦΕΤΕΣ 160ΓΡ,0.99,6.19,2367241_1.jpg,1,Πάριζα,kg,,masoutis,08-01-2025,14-01-2025,
53,2405785,ΠΑΡΙΖΑ MR GRAND ΧΥΜΑ,4.99,4.99,2405785_1.jpg,1,Πάριζα,kg,,masoutis,08-01-2025,14-01-2025,
54,3066248,ΓΑΛΑ ΥΨΗΛ MR GRAND 3.5% 1L,1.07,1.07,3066248_1.jpg,1,Γάλα υψηλής παστερίωσης πλήρες,kg,,masoutis,08-01-2025,14-01-2025,
55,3066230,ΓΑΛΑ ΥΨΗΛ MR GRAND 1.5% 1L,1.07,1.07,3066230_1.jpg,1,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,masoutis,08-01-2025,14-01-2025,
56,3950417,ΑΓΕΛΑΔΙΝΟ ΛΕΥΚΟ ΤΥΡΙ MR GRAND 400ΓΡ,2.71,6.78,3950417_1.jpg,1,Λευκό τυρί,kg,,masoutis,08-01-2025,14-01-2025,
56,2491363,ΑΓΕΛΑΔΙΝΟ ΛΕΥΚΟ ΤΥΡΙ MR GRAND ΧΥΜΑ,5.49,5.49,2491363_1.jpg,1,Λευκό τυρί,kg,,masoutis,08-01-2025,14-01-2025,
56,3256088,ΛΕΥΚΟ ΑΓΕΛΑΔΙΝΟ ΦΑΡΜΑ ΘΕΣΣΑΛΙΑΣ ΧΥΜΑ,5.88,5.88,3256088_1.jpg,0,Λευκό τυρί,kg,,masoutis,08-01-2025,14-01-2025,
57,1515394,ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ MR GRAND 500ΓΡ,1.25,2.50,1515394_1.jpg,1,Φασόλια,kg,,masoutis,08-01-2025,14-01-2025,
57,3476793,ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ SPECIAL ΩΜΕΓΑ 500ΓΡ,2.05,4.10,3476793_1.jpg,0,Φασόλια,kg,,masoutis,08-01-2025,14-01-2025,
58,1515428,ΡΕΒΥΘΙΑ ΧΟΝΔΡΑ MR GRAND 500ΓΡ,1.69,3.38,1515428_1.jpg,1,Ρεβύθια,kg,,masoutis,08-01-2025,14-01-2025,
58,3476785,ΡΕΒΥΘΙΑ ΧΟΝΔΡΑ SPECIAL ΩΜΕΓΑ 500ΓΡ,2.19,4.38,3476785_1.jpg,0,Ρεβύθια,kg,,masoutis,08-01-2025,14-01-2025,
52,89068708,ΕΛΙΑ Μ/Ο ΝΕΑΡΟ ΜΟΣΧΑΡΙ ΟΛΛΑΝΔΙΑΣ ΤΟ ΚΙΛΟ,8.79,8.79,89068708_1.jpg,0,Μοσχάρι,kg,xmas,marketin,08-01-2025,14-01-2025,
1,89018845,ECONOMY ΡΥΖΙ ΕΛΛΗΝΙΚΟ ΓΛΑΣΣΕ 500ΓΡ,0.69,1.38,89018845_1.jpg,1,Ρύζι,Kg,,marketin,08-01-2025,14-01-2025,
1,89023916,ΜΦΒ ΡΥΖΙ ΝΥΧΑΚΙ ΕΛΛΗΝΙΚΟ 500ΓΡ,0.85,1.7,89023916_1.jpg,0,Ρύζι,Kg,,marketin,08-01-2025,14-01-2025,
2,89027577,ΜΦΒ ΨΩΜΙ ΤΟΣΤ ΦΟΡΜΑ ΣΤΑΡΕΝΙΟ 680ΓΡ,1.29,1.9,89027577_1.jpg,0,Ψωμί για Tοστ,Kg,,marketin,08-01-2025,14-01-2025,
