CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,ENRICHED
19,60652,Χρυσά Αυγά Αχυρώνα με Βιταμίνη D 53-63g 6τεμ,3.75,0.63,chrysa_avga_achyrona_vitaminid_60652.jpg,0,Αυγά,τμχ,,efood,17-09-2025,23-09-2025,"{'product_id': 3239, 'brand': 'ΗΠΕΙΡΟΣ', 'detailed_category': 'Αυγά, Βούτυρο, Νωπές Ζύμες & Ζωμοί', 'sub_category': 'Βούτυρα', 'sub_sub_category': 'Βούτυρο γάλακτος', 'unit': 'ανά κιλ', 'catalog_description': 'ΗΠΕΙΡΟΣ ΛΙΩΜ. ΒΟΥΤΥΡΟ ΓΑΛΑΚΤ. ΠΛ. Δ. 12/500G', 'logo': 'Ηπειρος_Λιωμένο_Γάλα_Βάσει_500GR.jpg', 'permanent_discount': False, 'match_method': 'category', 'match_confidence': 0.5}"
19,39313,Χρυσά Αυγά Κατηγορία Α 6τεμ,2.80,0.47,chrysa_avga_a6_39313.jpg,0,Αυγά,τμχ,,efood,17-09-2025,23-09-2025,"{'product_id': 3239, 'brand': 'ΗΠΕΙΡΟΣ', 'detailed_category': 'Αυγά, Βούτυρο, Νωπές Ζύμες & Ζωμοί', 'sub_category': 'Βούτυρα', 'sub_sub_category': 'Βούτυρο γάλακτος', 'unit': 'ανά κιλ', 'catalog_description': 'ΗΠΕΙΡΟΣ ΛΙΩΜ. ΒΟΥΤΥΡΟ ΓΑΛΑΚΤ. ΠΛ. Δ. 12/500G', 'logo': 'Ηπειρος_Λιωμένο_Γάλα_Βάσει_500GR.jpg', 'permanent_discount': False, 'match_method': 'category', 'match_confidence': 0.5}"
20,54878,Super Fresco Μαργαρίνη 70% Πλάκα 200g,0.95,4.75,super_fresco_margarine_plaka_54878.jpg,0,Μαργαρίνες,kg,,efood,17-09-2025,23-09-2025,
21,8526,Μινέρβα Χωριό Εξαιρετικό Παρθένο Ελαιόλαδο Ποικιλία Κορονέικη 1l,14.80,14.80,exeretiko_partheno_eleolado_chorio_minerva_8526.jpg,0,Παρθένο Ελαιόλαδο,lt,,efood,17-09-2025,23-09-2025,
22,52671,Sanola Ηλιέλαιο 1l,4.00,4.00,sanola_ilielaio_52671_1lt.jpg,0,Ηλιέλαιο,lt,,efood,17-09-2025,23-09-2025,"{'product_id': 4518, 'brand': 'SANOLA', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Λάδια & Λίπη', 'sub_sub_category': 'Σπορέλαια', 'unit': 'ανά λιτ', 'catalog_description': 'SANOLA ΗΛΙΕΛΑΙΟ 1L', 'logo': 'KORE_SANOLA_HLIELAIO_1L.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 1.0}"
23,13970,Μπάρμπα Στάθης Φασολάκια Πλατιά 1 kgr,4.40,4.40,mparmpa_stathis_fasolakia_platia_13970.jpg,0,Λαχανικά Κατεψυγμένα,kg,,efood,17-09-2025,23-09-2025,"{'product_id': 3752, 'brand': 'ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ', 'detailed_category': 'Κατεψυγμένα', 'sub_category': 'Κατεψυγμένα Λαχανικά & Φρούτα', 'sub_sub_category': 'Λαχανικά κατεψυγμένα', 'unit': 'ανά κιλ', 'catalog_description': 'ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΦΑΣΟΛ. ΠΛΑΤΙΑ ΚΤΨ 12/900G', 'logo': 'Μπαρμπα_Σταθης__FASOLAKI_PLATI_900GR.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.82}"
23,52232,ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ Αρακάς 1 kgr,3.23,3.23,mparmpa_stathis_arakas_52232.jpg,0,Λαχανικά Κατεψυγμένα,kg,,efood,17-09-2025,23-09-2025,"{'product_id': 3743, 'brand': 'ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ', 'detailed_category': 'Κατεψυγμένα', 'sub_category': 'Κατεψυγμένα Λαχανικά & Φρούτα', 'sub_sub_category': 'Λαχανικά κατεψυγμένα', 'unit': 'ανά κιλ', 'catalog_description': 'ΜΠΑΡΜΠΑ ΣΤΑΘΗΣ ΑΡΑΚΑΣ ΚΤΨ 10/1. 1KG', 'logo': 'Μπαρμπα_Σταθης__PEAS_1. 1KG.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.85}"
24,30009,Ζάχαρη Λευκή Kρυσταλλική 1kg,1.50,1.50,zachari_30009.jpg,0,Λευκή Ζάχαρη,kg,,efood,17-09-2025,23-09-2025,
25,60410,Γιώτης Φαρίν Λακτέ 300g,3.40,11.33,Jotis_Farin_Lacte_300g_60410.jpg,0,Κρέμες για βρέφη,kg,,efood,17-09-2025,23-09-2025,
26,34055,Νουνού Βρεφικό Γάλα Noulac 400g,1.19,2.98,vrefiko_gala_noulac_34055.jpg,0,Γάλα για βρέφη,kg,,efood,17-09-2025,23-09-2025,
27,25734,Bravo Ελληνικός Καφές Κλασικός 193g,4.50,23.32,bravo_ellinikos_kafes_klasikos_25734.jpg,0,Ελληνικός Καφές,kg,,efood,17-09-2025,23-09-2025,
28,53352,Nescafe Καφές Στιγμιαίος Gold Blend 95g,6.95,73.16,nescafe_coffee_stigmieos_gold_blend_95_53352.jpg,0,Στιγμιαίος Καφές,kg,,efood,17-09-2025,23-09-2025,"{'product_id': 3911, 'brand': 'NESCAFE', 'detailed_category': 'Είδη πρωινού & Ροφήματα', 'sub_category': 'Καφέδες, Ροφήματα & Αφεψήματα', 'sub_sub_category': 'Καφέδες Στιγμής', 'unit': 'ανά κιλ', 'catalog_description': 'NESCAFE ΣΤΙΓΜ. ΚΑΦ. GOLD BLEND 12/95G', 'logo': 'Nescafe_GOLD_95GR.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.86}"
29,2742,Jacobs Καφές Φίλτρου Flavours Φουντούκι 250g,8.25,33.00,kafes_filtrou_jacobs_fountouki_2742.jpg,0,Γαλλικός Καφές,kg,,efood,17-09-2025,23-09-2025,"{'product_id': 3627, 'brand': 'JACOBS', 'detailed_category': 'Είδη πρωινού & Ροφήματα', 'sub_category': 'Καφέδες, Ροφήματα & Αφεψήματα', 'sub_sub_category': 'Καφέδες Φίλτρου', 'unit': 'ανά κιλ', 'catalog_description': 'JACOBS ΚΑΦΕΣ ΦΙΛΤΡΟΥ ΦΟΥΝΤΟΥΚΙ 12/250G', 'logo': 'Jacobs_KAFES_FILTROY_R&G_FOYNT250GR.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.85}"
30,51820,Slim Line Γλυκαντικό με Stevia 150g,3.75,25.00,glykantiko_slimline_stevia_crystal_150gr_51820.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,efood,17-09-2025,23-09-2025,
32,8392,3 Άλφα Φακές Ψιλές 500g,2.70,5.40,3a_fakes_psiles_isagogis_500g_8392.jpg,0,Φακές,kg,,efood,17-09-2025,23-09-2025,
33,3566,Amita Πορτοκάλι 100% 1l,2.10,2.10,amita_portokali_3566.jpg,0,Χυμός Πορτοκάλι,lt,,efood,17-09-2025,23-09-2025,
35,65667,Skip Υγρό Απορρυπαντικό Πλυντηρίου Ρούχων Active Clean 30μεζ 1.5l,6.99,0.23,skip_panishyro_ygro_aporrypantiko_30mez_65667.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,efood,17-09-2025,23-09-2025,
36,16145,Klinex Χλωρίνη Ultra Protection Λεμόνι 1.25l,3.05,2.44,klinex_chlorini_ulptra_protection_lemon_16145.jpg,0,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,efood,17-09-2025,23-09-2025,
37,48310,Ava Perle Υγρό Πιάτων Χαμομήλι 430ml,1.44,3.35,ava_perle_chamomile_430_48310.jpg,0,Απορρυπαντικά Πιάτων,lt,,efood,17-09-2025,23-09-2025,"{'product_id': 3532, 'brand': 'AVA', 'detailed_category': 'Απορρυπαντικά & Είδη Καθαρισμού', 'sub_category': 'Απορρυπαντικά πιάτων', 'sub_sub_category': 'Απορρυπαντικά πιάτων για πλύσιμο στο χέρι', 'unit': 'ανά λιτ', 'catalog_description': 'AVA PERLE ΧΑΜΟΜΗΛΙ ΥΓΡΟ ΠΙΑΤΩΝ 12/900ML', 'logo': 'Ava_Piaton_Perle_Klassiko/Xamomhli_9.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.91}"
37,48311,Ava Perle Υγρό Πιάτων Χαμομήλι & Λεμόνι 430ml,1.37,3.19,ava_perle_chamomile_lemon_430_48311.jpg,0,Απορρυπαντικά Πιάτων,lt,,efood,17-09-2025,23-09-2025,"{'product_id': 3529, 'brand': 'AVA', 'detailed_category': 'Απορρυπαντικά & Είδη Καθαρισμού', 'sub_category': 'Απορρυπαντικά πιάτων', 'sub_sub_category': 'Απορρυπαντικά πιάτων για πλύσιμο στο χέρι', 'unit': 'ανά λιτ', 'catalog_description': 'AVA PERLE ΧΑΜ. ΛΕΜΟΝΙ ΥΓΡΟ ΠΙΑΤ. 21/430ML', 'logo': 'Ava_Ygro_Piat_Perle_Xamom&Lem_430ML.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.88}"
38,51621,Endless Economy Ρολό Κουζίνας 2 Φύλλων 800g,3.32,4.15,rolo_kouzinas_endless_econmy_800g_51621.jpg,0,Χαρτί Κουζίνας,kg,,efood,17-09-2025,23-09-2025,
39,18723,AIM Οδοντόκρεμα White Now 75ml,2.08,27.73,odontokrema_aim_white_now_18723.jpg,0,Οδοντόκρεμα,kg,,efood,17-09-2025,23-09-2025,"{'product_id': 4709, 'brand': 'AIM', 'detailed_category': 'Καλλυντικά & Είδη Προσωπικής υγιεινής', 'sub_category': 'Στοματική υγιεινή', 'sub_sub_category': 'Οδοντόκρεμες & Γυαλιστικά δοντιών', 'unit': 'ανά λιτ', 'catalog_description': 'AIM WHITE NOW ΟΔΟΝΤΟΚΡΕΜΑ 24/75ML', 'logo': 'Aim_ODONTOKPEMA_WHITE_NOW_75ML.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.95}"
40,51620,Endless Rich & Soft Χαρτί Υγείας 3 Φύλλων 10τεμ,3.40,0.34,rola_ygeias_endless_rich_soft_3fyllo_51620.jpg,0,Χαρτί Υγείας,τμχ,,efood,17-09-2025,23-09-2025,
41,41525,Everyday Hyperdry Σερβιέτες Maxi Night Ultra Plus Value Pack 18τεμ,3.09,0.17,everyday_servietes_hyperdry_maxi_night_ultra_plus_value_pach_41525.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,efood,17-09-2025,23-09-2025,
41,52652,Everyday Fresh Σερβιέτες Maxi Night Ultra Plus Value Pack 18τεμ,3.22,0.18,everyday_servietes_anatomic_allcotton_52652.jpg,0,Σερβιέτες ή Ταμπόν,τμχ,,efood,17-09-2025,23-09-2025,
42,0966,Quaker Νιφάδες Βρώμης σε Κουτί 500g,3.55,7.10,Quaker_Oats_Container_0966_.jpg,0,Προϊόντα Βρώμης,kg,,efood,17-09-2025,23-09-2025,
43,26758,Orzene Σαμπουάν Μπύρας για Κανονικά Μαλλιά 400ml,2.47,6.18,orzene_sampouan_beer_kaninika_26758.jpg,0,Σαμπουάν,lt,,efood,17-09-2025,23-09-2025,
44,56587,Αρκάδι Σαπούνι Πράσινο 150g,0.90,6.00,arkadi_sapouni_atomiko_prasino_56587.jpg,0,Σαπούνι Στερεό,kg,,efood,17-09-2025,23-09-2025,
45,54262,Sani Lady Σερβιέτες Ακράτειας με Βαμβάκι Extra Large No6 10τεμ,5.07,0.51,sani_pants_servietes_akratias_NO6_54262.jpg,0,Πάνες Ακράτειας,τμχ,,efood,17-09-2025,23-09-2025,
46,56518,Pampers Premium Care Πάνες Βρακάκι Νο5 12-17kg 34τεμ,17.54,0.52,pampers_panes_pants_no5_56518.jpg,0,Πάνες για Μωρά,τμχ,,efood,17-09-2025,23-09-2025,
47,52050,Agnotis Μωρομάντηλα 70τεμ,2.70,2.70,agnotis_moromantila_52050.jpg,0,Μωρομάντηλα,τμχ,,efood,17-09-2025,23-09-2025,
48,52336,Septona Baby Σαμπουάν & Αφρόλουτρο με Βάλσαμο & Λεβάντα 500ml,3.43,6.86,septona_baby_sampouan_afroloutro_valsamo_levanta_500ml_52336.jpg,0,Σαμπουάν για Μωρά,lt,,efood,17-09-2025,23-09-2025,
49,16499,Pedigree Markies Μπισκότα Γεμιστά με Μεδούλι 500g,3.24,6.48,pedigree_biscota_16499.jpg,0,Τροφή για Σκύλους,kg,,efood,17-09-2025,23-09-2025,
49,16498,Pedigree Μπισκότα για Ενήλικους Σκύλους Biscrok 500g,3.24,6.48,pedigree_biscota_16498.jpg,0,Τροφή για Σκύλους,kg,,efood,17-09-2025,23-09-2025,"{'product_id': 3550, 'brand': 'PEDIGREE', 'detailed_category': 'Τροφές & Είδη για Κατοικίδια', 'sub_category': 'Τροφές & Είδη για Σκύλους', 'sub_sub_category': 'Σνακ Σκύλου', 'unit': 'ανά κιλ', 'catalog_description': 'PEDIGREE ΜΠΙΣΚΟΤΑ ΣΚΥΛΟΥ BISCROK 12/500G', 'logo': 'Pedigree_Biscrok_500GR.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.8}"
50,49348,Whiskas Ξηρά Τροφή Γάτας Κροκέτες Γεμιστές με Κοτόπουλο 300g,2.00,6.67,whiskas_mekotopoylo_300g_49348.jpg,0,Τροφή για γάτες,kg,,efood,17-09-2025,23-09-2025,
50,49498,Whiskas Ξηρά Τροφή Γάτας Κροκέτες Γεμιστές με Μοσχάρι 300g,2.00,6.67,whiskas_memosxari_300g_49498.jpg,0,Τροφή για γάτες,kg,,efood,17-09-2025,23-09-2025,
51,60399,Μύλοι Αγίου Γεωργίου Αλεύρι Για Όλες τις Χρήσεις 1kg ,2.45,2.45,miloi_agiou_georgiou_alevri_gia_oles_tis_xriseis_1kg_60399.jpg,0,Αλεύρι,kg,,efood,17-09-2025,23-09-2025,
53,60270,Ifantis Πάριζα Βραστή 10 Φέτες 160g,1.85,11.56,yfantis_pariza_vrasti_60270.jpg,0,Πάριζα,kg,,efood,17-09-2025,23-09-2025,
54,49962,Δέλτα MμμMilk Γάλα Οικογενειακό Light 1l,2.15,2.15,delta_mminlk_elafry_49962.jpg,0,Γάλα υψηλής παστερίωσης πλήρες,kg,,efood,17-09-2025,23-09-2025,
55,49961,Δέλτα MμμMilk Γάλα Οικογενειακό Πλήρες 1l,2.15,2.15,delta_mmilk_plires_49961.jpg,0,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,efood,17-09-2025,23-09-2025,
56,49038,Όλυμπος Λευκό Τυρί Χωριάτικο σε Άλμη 400g,4.56,11.40,lefko_tyri_olympos_49038.jpg,0,Λευκό τυρί,kg,,efood,17-09-2025,23-09-2025,"{'product_id': 4993, 'brand': 'ΟΛΥΜΠΟΣ', 'detailed_category': 'Τυροκομικά & Φυτικά Αναπληρώματα', 'sub_category': 'Φέτα & Λευκά τυριά', 'sub_sub_category': 'Λευκά τυριά Αγελαδινά', 'unit': 'ανά κιλ', 'catalog_description': 'ΟΛΥΜΠΟΣ ΧΩΡΙΑΤΙΚΟ ΛΕΥΚΟ ΤΥΡΙ 6/400G', 'logo': 'Ολυμπος_Χωρατικο.jpg', 'permanent_discount': True, 'match_method': 'name_similarity', 'match_confidence': 0.89}"
57,8395,3 Άλφα Φασόλια Μέτρια 500g,2.95,5.90,3a_fasolia_metria_isagogis_500g_8395.jpg,0,Φασόλια,kg,,efood,17-09-2025,23-09-2025,
58,8400,3 Άλφα Ρεβύθια Αποφλοιωμένα 500g,3.80,7.60,3a_revithia_8400.jpg,0,Ρεβύθια,kg,,efood,17-09-2025,23-09-2025,
52,2120246000000,ΠΑΣΣΙΑΣ ΝΕΑΡ. ΒΟΕΙΟ Α/Ο ΣΠΑΛΑ ΣΥΣΚΕΥΑΣΙΑΣ,15.99,15.99,52_Passias_Spala_Voeia.jpg,0,Μοσχάρι,kg,,egnatia,17-09-2025,23-09-2025,
1,5200385113516,ΔΙΑΛΕΧΤΗ ΣΟΔΕΙΑ  ΡΥΖΙ ΓΛΑΣΕ 1Kg,1.59,1.59,1_Dialehti_Glase_1000gr.jpg,1,Ρύζι,Kg,,egnatia,17-09-2025,23-09-2025,
2,5200385112601,ΠΕΤΡΙΝΟΣ ΦΟΥΡΝΟΣ ΨΩΜΙ ΤΟΣΤ ΣΤΑΡΕΝΙΟ 700g,1.29,1.84,2_PetrinosFournos_Pswmi_Tou_Tost_Starenio_700gr.jpg,1,Ψωμί για Tοστ,Kg,,egnatia,17-09-2025,23-09-2025,
3,9300008712730,ΨΩΜΙ ΦΡΑΝΤΖΟΛΑ 350g (BAKE OFF),0.69,1.97,3_leuki_fratzola.jpg,1,Ψωμί Φραντζόλα,Kg,,egnatia,17-09-2025,23-09-2025,
4,5203064009292,FORMA ΦΡΥΓΑΝΙΕΣ  ΣΙΚΑΛΗΣ 4x90g,1.29,3.58,4_Forma_Friganies_Sikalis_0.50.jpg,0,Φρυγανιές,Kg,,egnatia,17-09-2025,23-09-2025,
5,5200385114018,ΕΛΛΗΝΩΝ ΣΤΑΧΥ ΣΠΑΓΓΕΤΙ Νο 6 500g,0.62,1.24,5_Ellinwn_Stahi_Spaggeti_No6.jpg,1,Μακαρόνια Νο 6,Kg,,egnatia,17-09-2025,23-09-2025,
5,5201013012508,ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ Νο6 500g,0.67,1.34,5_makvel_spaggeti_no6_500g.png,0,Μακαρόνια Νο 6,Kg,,egnatia,17-09-2025,23-09-2025,"{'product_id': 4331, 'brand': 'ΜΑΚΒΕΛ', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Ζυμαρικά', 'sub_sub_category': 'Μακαρόνια', 'unit': 'ανά κιλ', 'catalog_description': 'ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ ΝΟ 6 24/500G', 'logo': 'Makbel_MAK. NO6_500G.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
6,5202077003518,ΠΑΣΣΙΑΣ ΚΙΜΑΣ ΧΟΙΡΙΝΟΣ 700g,5.16,7.37,6_Passias_Kimas_Hoirinos_700g.jpg,0,Νωπό Χοιρινό,Kg,,egnatia,17-09-2025,23-09-2025,
7,2947407000000,ΑΜΒΡΟΣΙΑΔΗ  ΦΤΕΡΑ ΚΟΤΟΠΟΥΛΟ ΣΥΣΚΕΥΑΣΜΕΝΟ,2.69,2.69,7_AmvrosiadisFterougesKotopoulo.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,egnatia,17-09-2025,23-09-2025,
8,5200385105351,ΕΚΛΕΚΤΟ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ 450g ΦΕΤΕΣ  MEGA PACK,3.99,8.87,8_Eklekto_Galopoula_Kapnisti_Mega_Pack.jpg,1,Γαλοπούλα,Kg,,egnatia,17-09-2025,23-09-2025,
9,5200702500869,KOLYMBI ΦΙΛΕΤΟ   ΜΠΑΚΑΛ. POLL.850g,4.95,4.95,9_Kolimbi_Bakalaos_Akefalos.jpg,0,Ψάρια Κατεψυγμένα,Kg,,egnatia,17-09-2025,23-09-2025,
10,5200385103111,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΦΡΕΣΚΟ ΓΑΛΑ 3.5% 1L,1.09,1.05,10_OiFarmes_Mas_Gala_Plires (002).jpg,1,Γάλα Φρέσκο Πλήρες,lt,,egnatia,17-09-2025,23-09-2025,
10,5201083010367,ΜΕΒΓΑΛ ΓΑΛΑ 3.5% 1L                       ,1.36,1.36,10_Mevgal_Gala_35.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,egnatia,17-09-2025,23-09-2025,"{'product_id': 4823, 'brand': 'ΜΕΒΓΑΛ', 'detailed_category': 'Γάλατα, Ροφήματα & Χυμοί ψυγείου', 'sub_category': 'Γάλατα ψυγείου', 'sub_sub_category': 'Γάλατα Αγελάδος υψηλής παστερίωσης', 'unit': 'ανά λιτ', 'catalog_description': 'ΜΕΒΓΑΛ ΓΑΛΑ ΦΡ. ΠΛΗΡΕΣ 3. 5%ΛΙΠΑΡΑ 20/1L', 'logo': 'ΜΕΒΓΑΛ_3. 5percent_1LT.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
11,5200385103128,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΦΡΕΣΚΟ ΓΑΛΑ 1.5% 1L,1.09,1.05,11_OiFarmes_Mas_Gala_Elafry (002).jpg,1,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,egnatia,17-09-2025,23-09-2025,
11,5201083010169,ΜΕΒΓΑΛ ΓΑΛΑ 1.5% 1L       ,1.36,1.36,11_Mevgal_Gala_15.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,egnatia,17-09-2025,23-09-2025,"{'product_id': 4813, 'brand': 'ΜΕΒΓΑΛ', 'detailed_category': 'Γάλατα, Ροφήματα & Χυμοί ψυγείου', 'sub_category': 'Γάλατα ψυγείου', 'sub_sub_category': 'Γάλατα Αγελάδος φρέσκα', 'unit': 'ανά λιτ', 'catalog_description': 'ΜΕΒΓΑΛ ΓΑΛΑ ΦΡ. ΕΛΑΦΡΥ 1. 5%ΛΙΠΑΡΑ 20/1L', 'logo': 'ΜΕΒΓΑΛ_1. 5percent_1LT.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
12,5202453046108,MILK TIME ΣΥΜΠ/ΝΟ ΕΛΑΦΡΥ 4% 410g,0.89,2.17,12_milk_time_elafri.jpg,0,Γάλα Εβαπορέ,lt,,egnatia,17-09-2025,23-09-2025,
12,8716200615020,ΝΟΥΝΟΥ ΓΑΛΑ       ΕΒΑΠΟΡΕ 400g,1.26,3.15,12_nounou_400g.png,0,Γάλα Εβαπορέ,lt,,egnatia,17-09-2025,23-09-2025,"{'product_id': 4867, 'brand': 'ΝΟΥΝΟΥ', 'detailed_category': 'Είδη πρωινού & Ροφήματα', 'sub_category': 'Γάλατα & Φυτικά ροφήματα Μακράς διαρκείας', 'sub_sub_category': 'Γάλατα Συμπυκνωμένα', 'unit': 'ανά λιτ', 'catalog_description': 'ΝΟΥΝΟΥ ΣΥΜΠΥΚΝΩΜΕΝΟ ΓΑΛΑ 48/400G', 'logo': 'ΝΟΥΝΟΥ_FF_400GR.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
13,5200385103012,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 3x200g,1.45,2.42,13_Farmes_giaourti_3x200g_plires (002).jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,egnatia,17-09-2025,23-09-2025,
13,5201083320732,ΜΕΒΓΑΛ ΓΙΑΟΥΡΤΙ  ΑΓΕΛ. 3.85%3x200g,2.15,3.58,13_mevgal_giaourti agelados_385%_3tem.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,egnatia,17-09-2025,23-09-2025,
14,5200385103036,ΦΑΡΜΕΣ ΒΟΡΕΙΟΥ ΕΛΛΑΔΟΣ ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 2% 3x200g,1.45,2.42,14_Farmes_giaourti_3x200g_elafry.jpg,1,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,egnatia,17-09-2025,23-09-2025,
14,5201083322477,ΜΕΒΓΑΛ ΓΙΑΟΥΡΤΙ  ΟΝLY 2% 3x200g       ,2.08,3.65,14_mevgal_giaourti only_2%_3tem.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,egnatia,17-09-2025,23-09-2025,
15,5205761100258,ΕΞΑΡΧΟΣ ΤΥΡΙ ΦΕΤΑ Π.Ο.Π 300g,3.99,13.3,15_exarhos_feta_300g.jpg,0,Τυρί Φέτα,kg,,egnatia,17-09-2025,23-09-2025,
16,5201953010091,TASTE&SMILE GOUDA ΣΕ ΦΕΤΕΣ 500g,3.79,7.58,16_taste&smile_gouda_500g.jpg,0,Τυρί Γκούντα,kg,,egnatia,17-09-2025,23-09-2025,
17,5200385107034,MY CHEESE GOUDA LIGHT ΣΕ ΦΕΤΕΣ 200ΓΡ,1.99,9.95,17_MyCheese_Gouda_Light_200g.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,egnatia,17-09-2025,23-09-2025,
18,5200385116524,ΤΟΜΑΤΟΥΛΑ ΨΙΛΟΚ. ΤΟΜΑΤΕΣ 400g,0.62,1.48,18_Tomatoula_Psilokommenes-400gr.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,egnatia,17-09-2025,23-09-2025,
18,5202908500018,REA PASSATA 500g,0.49,1.18,18_Rea_Passata_500g.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,egnatia,17-09-2025,23-09-2025,
19,5200104421168,ΑΥΓΑ 15ΑΔΑ 53ΓΡ ,3.39,0.23,19_Auga_15ada-Small_53gr (002).jpg,0,Αυγά,τμχ,,egnatia,17-09-2025,23-09-2025,"{'product_id': 3239, 'brand': 'ΗΠΕΙΡΟΣ', 'detailed_category': 'Αυγά, Βούτυρο, Νωπές Ζύμες & Ζωμοί', 'sub_category': 'Βούτυρα', 'sub_sub_category': 'Βούτυρο γάλακτος', 'unit': 'ανά κιλ', 'catalog_description': 'ΗΠΕΙΡΟΣ ΛΙΩΜ. ΒΟΥΤΥΡΟ ΓΑΛΑΚΤ. ΠΛ. Δ. 12/500G', 'logo': 'Ηπειρος_Λιωμένο_Γάλα_Βάσει_500GR.jpg', 'permanent_discount': False, 'match_method': 'category', 'match_confidence': 0.5}"
20,3800047745998,BELLA ΜΑΡΓΑΡΙΝΗ  ΠΛΑΚΑΚΙ 250g,0.99,3.96,20_Bella_Margarini_plakaki.jpg,0,Μαργαρίνες,kg,,egnatia,17-09-2025,23-09-2025,
21,5202898572248,ΛΙΟΦΥΤΟ ΕΛΑΙΟΛΑΔΟ ΕΞ. ΠΑΡΘ.1L,6.79,6.79,21_Liofito_Extra_Partheno_Elaiolado_1l (002).jpg,0,Παρθένο Ελαιόλαδο,lt,,egnatia,17-09-2025,23-09-2025,
22,5200385116029,ΔΙΑΛΕΧΤΗ ΣΟΔΕΙΑ ΗΛΙΕΛΑΙΟ 1Λ,1.79,1.79,22_DialehtiSodeia_Ilielaio_1L.jpg,1,Ηλιέλαιο,lt,,egnatia,17-09-2025,23-09-2025,
23,5206783005972,ΒΛΑΣΤΑΡΙ ΑΡΑΚΑΣ  1Kg,1.89,1.89,23_arakas_vlastari_1kg.png,0,Λαχανικά Κατεψυγμένα,kg,,egnatia,17-09-2025,23-09-2025,
23,5206783090114,ΕΚΛΕΚΤΗ ΣΟΔΕΙΑ ΜΠΑΜΙΕΣ No1 750g,3.49,4.52,23_EklektiSodeia_Mpamies_No1.jpg,1,Λαχανικά Κατεψυγμένα,kg,,egnatia,17-09-2025,23-09-2025,
24,5200103120017,ROYAL ΖΑΧΑΡΗ     ΠΑΚΕΤΟ 1Kg,0.79,0.79,24_Royal_Zahari_1kg (002).jpg,0,Λευκή Ζάχαρη,kg,,egnatia,17-09-2025,23-09-2025,
