CATEGORY,BARCODE,NAME,PRICE,PRICE_NORMALIZED,IMAGE,PL,CATEGORY_NAME,UNIT,DISPLAY,retailer,from,to,ENRICHED
27,4056489056324,Bellarom Ελληνικός καφές κλασικός 340g,3.89,11.44,6206014_cy.jpg,1,Ελληνικός Καφές,kg,,lidl,17-09-2025,23-09-2025,
28,4056489786061,Στιγμιαίος καφές Classic 200g,5.15,25.75,186468.png,1,Στιγμιαίος Καφές,kg,,lidl,17-09-2025,23-09-2025,
29,4056489600596,*Καφές Φίλτρου Gold UTZ 500g,7.99,15.98,133813.tif,1,Γαλλικός Καφές,kg,,lidl,17-09-2025,23-09-2025,
30,5201434000214,Ζωγράφος Φρουκτόζη 400g,2.20,5.50,6210814.jpg,1,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,lidl,17-09-2025,23-09-2025,
32,4304493206939,Επιλογής Φακές ψιλές 1kg,1.85,1.85,2535.jpg,1,Φακές,kg,,lidl,17-09-2025,23-09-2025,
32,5201399011201,*3αλφα Όσπρια Φασόλια/Φακές 500g,2.30,4.60,6212272_1.jpg,1,Φακές,kg,,lidl,17-09-2025,23-09-2025,"{'product_id': 4421, 'brand': '3AΛΦΑ', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Όσπρια', 'sub_sub_category': 'Φασόλια', 'unit': 'ανά κιλ', 'catalog_description': '3ΑΛΦΑ ΦΑΣΟΛΙΑ ΜΕΤΡΙΑ 20/500G', 'logo': '3αλφα_BEANS_MEDIUM_500GR.jpg', 'permanent_discount': False, 'match_method': 'barcode', 'match_confidence': 1.0}"
33,20616045,Eviva Χυμός πορτοκάλι 100% 1l,1.40,1.40,3358.jpg,1,Χυμός Πορτοκάλι,lt,,lidl,17-09-2025,23-09-2025,
35,4056489917519,Υγρό απορρ.ρούχων 60 πλύσεις Unive.,5.39,0.09,196175.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,lidl,17-09-2025,23-09-2025,
36,4056489541189,W5 Χλωροκαθαριστικό 2l,0.80,0.40,6205262.jpg,1,Απορρυπαντικά για Σφουγγάρισμα - Χλωρίνες,lt,,lidl,17-09-2025,23-09-2025,
37,4056489124733,W5 Υγρό πιάτων 500ml,0.89,1.78,6205276.jpg,1,Απορρυπαντικά Πιάτων,lt,,lidl,17-09-2025,23-09-2025,
38,20316310,Floralys Χαρτί κουζίνας 2πλα φύλλα 800g,2.49,3.11,4390.jpg,1,Χαρτί Κουζίνας,kg,,lidl,17-09-2025,23-09-2025,
39,4056489498063,*Οδοντόκρεμα SK6,0.89,7.12,4112_1.jpg,1,Οδοντόκρεμα,kg,,lidl,17-09-2025,23-09-2025,
40,20316334,Floralys Χαρτί υγείας 2πλα φύλλα 12 τεμ.,2.75,3.27,4338.jpg,1,Χαρτί Υγείας,τμχ,,lidl,17-09-2025,23-09-2025,
41,4052917587668,Siempre ultra Σερβιέτες Aloe Vera 28 τεμ.,1.99,0.07,4363_1.jpg,1,Σερβιέτες ή Ταμπόν,τμχ,,lidl,17-09-2025,23-09-2025,
42,20003166,Crownfield Νιφάδες βρώμης 500g,0.95,1.9,6708527.jpg,1,Προϊόντα Βρώμης,kg,,lidl,17-09-2025,23-09-2025,
43,4056489125167,Cien Σαμπουάν 700ml,2.29,3.27,6206465.jpg,1,Σαμπουάν,lt,,lidl,17-09-2025,23-09-2025,
44,4056489057338,Cien Σαπούνι Μασσαλίας 4x125g,1.29,2.58,6206385.png,1,Σαπούνι Στερεό,kg,,lidl,17-09-2025,23-09-2025,
45,4056489056942,Siempre Πάνες ακράτειας Μ No.2 14 τεμ.,6.29,0.45,6206112.jpg,1,Πάνες Ακράτειας,τμχ,,lidl,17-09-2025,23-09-2025,
46,4056489947356,Πάνες Mini 44St.,4.99,0.11,199589.jpg,1,Πάνες για Μωρά,τμχ,,lidl,17-09-2025,23-09-2025,
47,40879901,Lupilu Μωρομάντηλα 80 τεμ.,1.09,0.01,133399_a.jpg,1,Μωρομάντηλα,τμχ,,lidl,17-09-2025,23-09-2025,
48,20207045,Lupilu Σαμπουάν για βρέφη 750ml,1.99,2.65,6205516.jpg,1,Σαμπουάν για Μωρά,lt,,lidl,17-09-2025,23-09-2025,
49,4335619134799,Πλήρης ζωοτροφή για σκύλους με βοδι,1.59,1.27,220155.jpg,1,Τροφή για Σκύλους,kg,,lidl,17-09-2025,23-09-2025,
50,4335619134836,*Πλήρης τροφή για γάτες SK1,0.64,1.54,5502158.jpg,1,Τροφή για γάτες,kg,,lidl,17-09-2025,23-09-2025,
51,4056489602392,Χρυσός Μύλος Αλεύρι γ. όλες τις χρήσεις τύπου 70% 1kg,0.63,0.63,6400.jpg,1,Αλεύρι,kg,,lidl,17-09-2025,23-09-2025,
51,5203064045542,Αλλατ.αλεύρ.για όλες τις χρ.οικ.συ 3x1kg,2.75,0.92,6212605.jpg,1,Αλεύρι,kg,,lidl,17-09-2025,23-09-2025,
53,20483296,Αγροικία Παριζάκι γίγας 1000g,3.19,3.19,8163.jpg,1,Πάριζα,kg,,lidl,17-09-2025,23-09-2025,
54,4056489108160,Milbona Γάλα UHT ομογενοποι. 3.5% 1l,1.15,1.15,19281.jpg,1,Γάλα υψηλής παστερίωσης πλήρες,kg,,lidl,17-09-2025,23-09-2025,
55,4056489108122,Milbona Γάλα UHT ημιαποβ.ομογεν. 1.5% 1l,1.05,1.05,19280.jpg,1,Γάλα παστερίωσης με χαμηλά λιπαρά,kg,,lidl,17-09-2025,23-09-2025,
56,4056489772545,Λευκό Τυρί Tυροκομείο 1000g,4.95,4.95,6210879.png,1,Λευκό τυρί,kg,,lidl,17-09-2025,23-09-2025,
57,20026233,Φασόλια μέτρια Great Northern 1kg,1.95,1.95,2546.jpg,1,Φασόλια,kg,,lidl,17-09-2025,23-09-2025,
58,4056489541943,Ρεβύθια χονδρά 1kg,2.79,2.79,2536.jpg,1,Ρεβύθια,kg,,lidl,17-09-2025,23-09-2025,
52,0348144,ΣΠΑΛΑ Α/Ο ΒΟΕΙΟΥ ΓΕΡΜ ΣΥΣΚ ΚΡΕΟΠ,13.98,13.98,0348144_1.jpg,0,Μοσχάρι,kg,,masoutis,17-09-2025,23-09-2025,
52,3568433,ΣΠΑΛΑ Α/Ο ΒΟΕΙΟ ΓΑΛΛΙΑΣ ΝΩΠΗ ΚΡΕΟΠΩΛΕΙΟΥ,13.98,13.98,3568433_1.jpg,0,Μοσχάρι,kg,,masoutis,17-09-2025,23-09-2025,
1,3301504,ΡΥΖΙ ΜΠΟΝΕΤ ΧΑΛΑΣΤΡΑΣ ΜΑΣΟΥΤΗ 1Κ,1.75,1.75,3301504_1.jpg,1,Ρύζι,Kg,,masoutis,17-09-2025,23-09-2025,
1,3301512,ΡΥΖΙ ΚΑΡΟΛΙΝΑ ΑΔΕΝΔΡΟΥ ΜΑΣΟΥΤΗ 1Κ,1.75,1.75,3301512_1.jpg,1,Ρύζι,Kg,,masoutis,17-09-2025,23-09-2025,
1,3324753,ΡΥΖΙ ΓΛΑΣΣΕ SPECIAL ΩΜΕΓΑ 500ΓΡ,1.75,3.50,3324753_1.jpg,0,Ρύζι,Kg,,masoutis,17-09-2025,23-09-2025,
2,2048411,ΚΡΙΣ ΚΡΙΣ ΣΤΑΡΕΝΙΟ 700ΓΡ,1.42,2.03,2048411_1.jpg,0,Ψωμί για Tοστ,Kg,,masoutis,17-09-2025,23-09-2025,"{'product_id': 3179, 'brand': 'ΚΡΙΣ ΚΡΙΣ', 'detailed_category': 'Είδη Αρτοζαχαροπλαστείου', 'sub_category': 'Ψωμί τυποποιημένο', 'sub_sub_category': 'Ψωμί για τοστ σίκαλης & ολικής', 'unit': 'ανά κιλ', 'catalog_description': 'ΚΡΙΣ ΚΡΙΣ ΣΤΑΡΕΝΙΟ 700G', 'logo': 'Κρις_Κρις_Αρτ/μα_Τοστ_Φόρμα_Σίτου_700G_Κρις.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.94}"
2,4040846,ΤΟΣΤ ΜΙΝΙ ΣΙΚΑΛΗΣ ΜΑΣΟΥΤΗΣ 340ΓΡ,0.79,2.32,4040846_1.jpg,1,Ψωμί για Tοστ,Kg,,masoutis,17-09-2025,23-09-2025,
2,4040838,ΤΟΣΤ ΜΙΝΙ ΣΤΑΡΕΝΙΟ ΜΑΣΟΥΤΗΣ 340ΓΡ,0.79,2.32,4040838_1.jpg,1,Ψωμί για Tοστ,Kg,,masoutis,17-09-2025,23-09-2025,
3,3940954,ΨΩΜΙ ΒΟΣΙΝΑΚΗ ΦΟΥΡΝΙΣΜΑΤΑ ΣΤΑΡΕΝΙΟ 500ΓΡ,1.61,3.22,3940954_1.jpg,0,Ψωμί Φραντζόλα,Kg,,masoutis,17-09-2025,23-09-2025,"{'product_id': 3138, 'brand': 'ΒΟΣΙΝΑΚΗ', 'detailed_category': 'Είδη Αρτοζαχαροπλαστείου', 'sub_category': 'Ψωμί & Αρτοσκευάσματα', 'sub_sub_category': 'Μπαγκέτα, Μαργαρίτα & άλλα Ψωμιά για σάντουιτς', 'unit': 'ανά κιλ', 'catalog_description': 'ΒΟΣΙΝΑΚΗ ΦΟΥΡΝΙΣΜΑΤΑ ΣΤΑΡΕΝΙΟ 6/500G', 'logo': 'Βοσινάκης_Φουρνισμάτα_Σταρένιο_500GR.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.87}"
4,0039461,ΦΡΥΓΑΝΙΕΣ ELITE ΣΤΑΡΙΟΥ 250ΓΡ ΚΟΥΤΙ,1.18,4.72,0039461_1.jpg,0,Φρυγανιές,Kg,,masoutis,17-09-2025,23-09-2025,"{'product_id': 4485, 'brand': 'ELITE', 'detailed_category': 'Είδη Αρτοζαχαροπλαστείου', 'sub_category': 'Κριτσίνια, Παξιμάδια & Φρυγανιές', 'sub_sub_category': 'Φρυγανιές & Κρουτόν', 'unit': 'ανά κιλ', 'catalog_description': 'ELITE ΦΡΥΓΑΝΙΕΣ ΣΤΑΡΙΟΥ Ν. 1 24/250G', 'logo': 'Elite_STARENIA_N1_250GR.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.8}"
4,2487098,ΦΡΥΓΑΝΙΕΣ MR GRAND ΣΙΚΑΛ 4X90ΓΡ,1.39,3.86,2487098_1.jpg,1,Φρυγανιές,Kg,,masoutis,17-09-2025,23-09-2025,
4,2487080,ΦΡΥΓΑΝΙΕΣ MR GRAND ΣΤΑΡΙΟΥ 4Χ125ΓΡ,1.39,2.78,2487080_1.jpg,1,Φρυγανιές,Kg,,masoutis,17-09-2025,23-09-2025,
5,1825512,ΜΑΚΑΡΟΝΙΑ ΣΠΑΓΓΕΤΙΝΗ MR GRAND Ν10 500ΓΡ,0.59,1.18,1825512_1.jpg,1,Μακαρόνια Νο 6,Kg,,masoutis,17-09-2025,23-09-2025,
5,1825504,ΜΑΚΑΡΟΝΙΑ ΣΠΑΓΓΕΤΙ MR GRAND Ν6 500ΓΡ,0.59,1.18,1825504_1.jpg,1,Μακαρόνια Νο 6,Kg,,masoutis,17-09-2025,23-09-2025,
5,3328655,ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ Ν6 500ΓΡ,0.67,1.34,3328655_1.jpg,0,Μακαρόνια Νο 6,Kg,,masoutis,17-09-2025,23-09-2025,"{'product_id': 4331, 'brand': 'ΜΑΚΒΕΛ', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Ζυμαρικά', 'sub_sub_category': 'Μακαρόνια', 'unit': 'ανά κιλ', 'catalog_description': 'ΜΑΚΒΕΛ ΣΠΑΓΓΕΤΙ ΝΟ 6 24/500G', 'logo': 'Makbel_MAK. NO6_500G.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.81}"
6,0343020,ΣΠΑΛΑ ΧΟΙΡΙΝΗ Μ/Ο ΕΛΛΗΝΙΚΗ ΚΡΕΟΠΩΛΕΙΟΥ,4.95,4.95,0343020_1.jpg,0,Νωπό Χοιρινό,Kg,,masoutis,17-09-2025,23-09-2025,
7,1322239,ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ ΝΙΤΣΙΑΚΟΣ 65%-70% ΚΡΕΟΠΩΛΕΙΟΥ,3.25,3.25,1322239_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,masoutis,17-09-2025,23-09-2025,
7,3298759,ΚΟΤΟΠΟΥΛΟ ΒΛΑΧΙΚΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ ΟΛΟΚΛΗΡΟ ΝΙΤΣΙΑΚΟΣ XYMΑ,3.25,3.25,3298759_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,masoutis,17-09-2025,23-09-2025,
7,1964451,ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ ΑΡΤΑΣ ΧΥΜΑ,3.25,3.25,1964451_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,masoutis,17-09-2025,23-09-2025,
7,3977006,ΚΟΤΟΠΟΥΛΟ ΝΩΠΟ ΕΛΛΗΝΙΚΟ 65% ΑΓΓΕΛΑΚΗΣ ΧΥΜΑ,3.25,3.25,3977006_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,masoutis,17-09-2025,23-09-2025,
7,3137593,ΚΟΤΟΠΟΥΛΟ ΕΛΛΗΝΙΚΟ ΝΩΠΟ ΧΑΡΜΑ ΧΥΜΑ ΚΡΕΟΠΩΛΕΙΟΥ,3.25,3.25,3137593_1.jpg,0,Νωπό Κοτόπουλο Ολόκληρο,Kg,,masoutis,17-09-2025,23-09-2025,
8,2405900,ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑ ΚΑΠΝΙΣΤΗ MR GRAND ΧΥΜΑ,7.69,7.69,2405900_1.jpg,1,Γαλοπούλα,Kg,,masoutis,17-09-2025,23-09-2025,
8,2405918,ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑ ΒΡΑΣΤΗ MR GRAND ΧΥΜΑ,7.69,7.69,2405918_1.jpg,1,Γαλοπούλα,Kg,,masoutis,17-09-2025,23-09-2025,
8,3617651,ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑΣ ΚΑΠΝΙΣΤΟ ΤΟΣΤ ΣΕΡΡΑΙΚΗ ΧΥΜΑ,7.43,7.43,3617651_1.jpg,0,Γαλοπούλα,Kg,,masoutis,17-09-2025,23-09-2025,
8,3617669,ΦΙΛΕΤΟ ΓΑΛΟΠΟΥΛΑΣ ΒΡΑΣΤΟ ΤΟΣΤ ΣΕΡΡΑΙΚΗ ΧΥΜΑ,7.43,7.43,3617669_1.jpg,0,Γαλοπούλα,Kg,,masoutis,17-09-2025,23-09-2025,
9,2732204,ΠΑΝΓΚΑΣΙΟΥΣ ΦΙΛΕΤΟ MR GRAND 850ΓΡ,5.99,7.05,2732204_1.jpg,1,Ψάρια Κατεψυγμένα,Kg,,masoutis,17-09-2025,23-09-2025,
10,0014084,ΓΑΛΑ ΜΕΒΓΑΛ ΠΑΣΤΕΡ 3.5% ΛΕΥΚΟ 1ΛΙΤ ΧΑΡΤ,1.12,1.12,0014084_1.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,masoutis,17-09-2025,23-09-2025,
10,0597997,ΓΑΛΑ ΛΕΥΚΟ ΣΕΡΓΑΛ 3.5% 1ΛΙΤ,1.12,1.12,0597997_1.jpg,0,Γάλα Φρέσκο Πλήρες,lt,,masoutis,17-09-2025,23-09-2025,
11,0014100,ΓΑΛΑ ΜΕΒΓΑΛ ΕΛΑΦΡΥ 1.5% 1Λ ΧΑΡΤΙΝΟ,1.12,1.12,0014100_1.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,masoutis,17-09-2025,23-09-2025,
11,0759001,ΓΑΛΑ ΛΕΥΚΟ ΣΕΡΓΑΛ 1.5% 1ΛΙΤ,1.12,1.12,0759001_1.jpg,0,Γάλα Φρέσκο (Χαμηλά Λιπαρά <2%),lt,,masoutis,17-09-2025,23-09-2025,
12,0013862,ΓΑΛΑ ΕΒΑΠΟΡΕ ΝΟΥΝΟΥ 170ΓΡ,0.77,4.53,0013862_1.jpg,0,Γάλα Εβαπορέ,lt,,masoutis,17-09-2025,23-09-2025,
13,4071403,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ ΜΕΒΓΑΛ 3.85% 3x200ΓΡ,1.83,3.05,4071403_1.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις,kg,,masoutis,17-09-2025,23-09-2025,
14,4071411,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ ΜΕΒΓΑΛ 2% 3x200ΓΡ,1.83,3.05,4071411_1.jpg,0,Γιαούρτι από Γάλα Αγελάδος Χωρίς Γεύσεις (Χαμηλά Λιπαρά <2%),kg,,masoutis,17-09-2025,23-09-2025,
15,4066072,ΦΕΤΑ ΠΟΠ ΜΑΣΟΥΤΗ 400ΓΡ,4.29,10.73,4066072_1.jpg,1,Τυρί Φέτα,kg,,masoutis,17-09-2025,23-09-2025,
16,4088217,ΓΚΟΥΝΤΑ FIDELIO ΟΛΛΑΝΔΙΑΣ ΦΡΑΤΖΟΛΑ ΧΥΜΑ,7.20,7.20,4088217_1.jpg,0,Τυρί Γκούντα,kg,,masoutis,17-09-2025,23-09-2025,
16,4101333,GOUDA ΓΕΡΜΑΝΙΑΣ AMMERLANDER ΦΟΡΜΑ ΧΥΜΑ,6.90,6.90,4033361_1.jpg,0,Τυρί Γκούντα,kg,,masoutis,17-09-2025,23-09-2025,
16,2472645,GOUDA ΦΕΤΕΣ MR GRAND 200ΓΡ,1.75,8.75,2472645_1.jpg,1,Τυρί Γκούντα,kg,,masoutis,17-09-2025,23-09-2025,
17,2257616,GOUDA ΦΕΤΕΣ LIGHT MR GRAND 200ΓΡ,1.99,9.95,2257616_1.jpg,1,Τυρί με Χαμηλά Λιπαρά,kg,,masoutis,17-09-2025,23-09-2025,
18,3607454,VALLATA ROSSA ΧΥΜΟΣ ΤΟΜΑΤΑΣ 500ΓΡ,0.63,1.26,3607454_1.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,masoutis,17-09-2025,23-09-2025,
18,3647633,ΤΟΜΑΤΟΧΥΜΟΣ ΜΑΣΟΥΤΗ 500ΓΡ,0.54,1.08,3647633_1.jpg,1,Χυμός Τομάτας Διατηρημένος,kg,,masoutis,17-09-2025,23-09-2025,
18,4030144,PASSATA ΓΚΡΕΚΑ 500ΓΡ,0.68,1.36,4030144_1.jpg,0,Χυμός Τομάτας Διατηρημένος,kg,,masoutis,17-09-2025,23-09-2025,
19,3315579,ΑΥΓΑ ΦΡΕΣΚΑ ΜΑΣΟΥΤΗ 10T ΜΕΣΑΙΑ 53ΓΡ,2.89,0.29,3315579_1.jpg,1,Αυγά,τμχ,,masoutis,17-09-2025,23-09-2025,"{'product_id': 3239, 'brand': 'ΗΠΕΙΡΟΣ', 'detailed_category': 'Αυγά, Βούτυρο, Νωπές Ζύμες & Ζωμοί', 'sub_category': 'Βούτυρα', 'sub_sub_category': 'Βούτυρο γάλακτος', 'unit': 'ανά κιλ', 'catalog_description': 'ΗΠΕΙΡΟΣ ΛΙΩΜ. ΒΟΥΤΥΡΟ ΓΑΛΑΚΤ. ΠΛ. Δ. 12/500G', 'logo': 'Ηπειρος_Λιωμένο_Γάλα_Βάσει_500GR.jpg', 'permanent_discount': False, 'match_method': 'category', 'match_confidence': 0.5}"
19,0831156,ΑΥΓΑ ΤΣΑΚΙΡΗ 6ΑΔΑ ΑΠΛΑ Μ 53-63ΓΡ ΣΥΣΚ/ΝΑ,1.99,0.33,0831156_1.jpg,0,Αυγά,τμχ,,masoutis,17-09-2025,23-09-2025,"{'product_id': 3239, 'brand': 'ΗΠΕΙΡΟΣ', 'detailed_category': 'Αυγά, Βούτυρο, Νωπές Ζύμες & Ζωμοί', 'sub_category': 'Βούτυρα', 'sub_sub_category': 'Βούτυρο γάλακτος', 'unit': 'ανά κιλ', 'catalog_description': 'ΗΠΕΙΡΟΣ ΛΙΩΜ. ΒΟΥΤΥΡΟ ΓΑΛΑΚΤ. ΠΛ. Δ. 12/500G', 'logo': 'Ηπειρος_Λιωμένο_Γάλα_Βάσει_500GR.jpg', 'permanent_discount': False, 'match_method': 'category', 'match_confidence': 0.5}"
19,3795507,ΑΥΓΑ ΦΡΕΣΚΑ ΑΧΥΡΩΝΑ MR GRAND 12T ΜΕΣΑΙΑ 53ΓΡ,3.19,0.27,3795507_1.jpg,1,Αυγά,τμχ,,masoutis,17-09-2025,23-09-2025,"{'product_id': 3239, 'brand': 'ΗΠΕΙΡΟΣ', 'detailed_category': 'Αυγά, Βούτυρο, Νωπές Ζύμες & Ζωμοί', 'sub_category': 'Βούτυρα', 'sub_sub_category': 'Βούτυρο γάλακτος', 'unit': 'ανά κιλ', 'catalog_description': 'ΗΠΕΙΡΟΣ ΛΙΩΜ. ΒΟΥΤΥΡΟ ΓΑΛΑΚΤ. ΠΛ. Δ. 12/500G', 'logo': 'Ηπειρος_Λιωμένο_Γάλα_Βάσει_500GR.jpg', 'permanent_discount': False, 'match_method': 'category', 'match_confidence': 0.5}"
20,1295468,ΜΑΡΓΑΡΙΝΗ MR GRAND SOFT 500ΓΡ,2.09,4.18,1295468_1.jpg,1,Μαργαρίνες,kg,,masoutis,17-09-2025,23-09-2025,
20,3863198,SUPER FRESCO ΚΛΑΣΙΚΟ 200ΓΡ,0.77,3.85,3863198_1.jpg,0,Μαργαρίνες,kg,,masoutis,17-09-2025,23-09-2025,
21,4001913,ΕΛΑΙΟΛΑΔΟ ΕΞΑΙΡΕΤΙΚΟ ΠΑΡΘΕΝΟ ΚΟΡΩΝΕΙΚΗ ΠΟΙΚΙΛΙΑ ΜΑΣΟΥΤΗ 1L,6.79,6.79,4001913_1.jpg,1,Παρθένο Ελαιόλαδο,lt,,masoutis,17-09-2025,23-09-2025,
21,4015186,ΕΛΑΙΟΛΑΔΟ ΕΞΤΡΑ ΠΑΡΘΕΝΟ ΜΑΣΟΥΤΗΣ ΑΠΟ ΤΟΝ ΤΟΠΟ ΜΑΣ 1L,6.99,6.99,4015186_1.jpg,1,Παρθένο Ελαιόλαδο,lt,,masoutis,17-09-2025,23-09-2025,
22,0565986,ΗΛΙΕΛΑΙΟ MR GRAND 1L,1.99,1.99,0565986_1.jpg,1,Ηλιέλαιο,lt,,masoutis,17-09-2025,23-09-2025,
23,1456177,ΑΡΑΚΑΣ MR GRAND 1000ΓΡ,2.49,2.49,1456177_1.jpg,1,Λαχανικά Κατεψυγμένα,kg,,masoutis,17-09-2025,23-09-2025,
23,0421537,ΜΠΑΜΙΕΣ ΜΙΝΙ ΛΑΖΑΡΙΔΗ 450Γ/20Τ,3.90,8.67,0421537_1.jpg,0,Λαχανικά Κατεψυγμένα,kg,,masoutis,17-09-2025,23-09-2025,
23,1456243,ΦΑΣΟΛΑΚΙΑ ΠΛΑΤΙΑ MR GRAND 1000ΓΡ,2.49,2.49,1456243_1.jpg,1,Λαχανικά Κατεψυγμένα,kg,,masoutis,17-09-2025,23-09-2025,
23,0421503,ΑΡΑΚΑΣ ΛΑΖΑΡΙΔΗ 450ΓΡ/20ΤΕΜ,1.69,3.76,0421503_1.jpg,0,Λαχανικά Κατεψυγμένα,kg,,masoutis,17-09-2025,23-09-2025,
24,3907557,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ SUDZUCKER 1K,0.75,0.75,3907557_1.jpg,0,Λευκή Ζάχαρη,kg,,masoutis,17-09-2025,23-09-2025,
24,3809860,ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛΛΙΚΗ SUGARTIA 1Κ,0.75,0.75,3809860_1.jpg,0,Λευκή Ζάχαρη,kg,,masoutis,17-09-2025,23-09-2025,"{'product_id': 4655, 'brand': 'SUGARTIA', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Ζάχαρη & Υποκατάστατα ζάχαρης', 'sub_sub_category': 'Ζάχαρη Λευκή', 'unit': 'ανά κιλ', 'catalog_description': 'SUGARTIA ΖΑΧΑΡΗ ΛΕΥΚΗ ΚΡΥΣΤΑΛ. ΕΙΣ 10/1KG', 'logo': 'Sugartia_ZAXARH_LEYKH_KRYSTALLIKH_1K.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.82}"
25,0745521,ΦΑΡΙΝ ΛΑΚΤΕ ΝΟΥΝΟΥ 300ΓΡ,3.65,12.17,0745521_1.jpg,0,Κρέμες για βρέφη,kg,,masoutis,17-09-2025,23-09-2025,
26,2639771,ΓΑΛΑ ALMIRON GROWING UP 1+ UHT 1L,2.10,2.10,2639771_1.jpg,0,Γάλα για βρέφη,kg,,masoutis,17-09-2025,23-09-2025,
27,1536325,ΚΑΦΕΣ ΕΛΛΗΝΙΚΟΣ ΠΡΑΣΙΝΟΣ MR GRAND 96ΓΡ,1.59,16.56,1536325_1.jpg,1,Ελληνικός Καφές,kg,,masoutis,17-09-2025,23-09-2025,
28,0933515,ΚΑΦΕΣ ΣΤΙΓΜΗΣ MR GRAND 100ΓΡ,2.99,29.90,0933515_1.jpg,1,Στιγμιαίος Καφές,kg,,masoutis,17-09-2025,23-09-2025,
29,4086377,ΚΑΦΕΣ ΦΙΛΤΡΟΥ MR GRAND ΚΛΑΣΙΚΟΣ 250ΓΡ,4.69,18.76,4086377_1.jpg,1,Γαλλικός Καφές,kg,,masoutis,17-09-2025,23-09-2025,
30,3420007,ΓΛΥΚΑΝΤΙΚΟ ISOSTEVIA ΥΓΡΟ ΜΕ ΣΤΕΒΙΑ ΧΩΡΙΣ ΓΛΟΥΤΕΝΗ 60ML,2.69,44.83,3420007_1.jpg,0,Γλυκαντικές Ουσίες Κατάλληλες για Διαβητικούς,kg,,masoutis,17-09-2025,23-09-2025,
32,1515410,ΦΑΚΕΣ ΨΙΛΕΣ MR GRAND 500ΓΡ,0.99,1.98,1515410_1.jpg,1,Φακές,kg,,masoutis,17-09-2025,23-09-2025,"{'product_id': 4424, 'brand': 'AGRINO', 'detailed_category': 'Τρόφιμα Παντοπωλείου', 'sub_category': 'Όσπρια', 'sub_sub_category': 'Φακές', 'unit': 'ανά κιλ', 'catalog_description': 'AGRINO ΦΑΚΕΣ ΨΙΛΕΣ 500 G', 'logo': 'Agrino_LENTILS_THIN_500GR.jpg', 'permanent_discount': False, 'match_method': 'name_similarity', 'match_confidence': 0.8}"
32,3476751,ΦΑΚΕΣ ΨΙΛΕΣ SPECIAL ΩΜΕΓΑ 500ΓΡ,1.80,3.60,3476751_1.jpg,0,Φακές,kg,,masoutis,17-09-2025,23-09-2025,
33,0784256,MR GRAND ΦΥΣΙΚΟΣ ΧΥΜΟΣ ΠΟΡΤΟΚΑΛΙ 1L,1.49,1.49,0784256_1.jpg,1,Χυμός Πορτοκάλι,lt,,masoutis,17-09-2025,23-09-2025,
35,4069910,ΥΓΡΟ ΠΛΥΝΤΗΡΙΟΥ MR GRAND FLOWER 60ΜΕΖ 3L,4.39,0.07,4069910_1.jpg,1,Απορρυπαντικά Πλυντηρίου,μεζ,,masoutis,17-09-2025,23-09-2025,
35,4032439,DIXAN GEL MULTICOLOR 32ΜΕΖ 1.44L,5.12,0.16,4032439_1.jpg,0,Απορρυπαντικά Πλυντηρίου,μεζ,,masoutis,17-09-2025,23-09-2025,
